time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14
1.1,4121.88,4190.84,7345.37,8929.48,9320.52,1260.83,6218.13,1363.65,2338.27,6977.17,7531.1,3411.21,402.08,3256.44
1.15,4123.27,4192.23,7346.76,8930.87,9321.9,1262.23,6219.53,1365.04,2339.66,6978.56,7532.49,3412.6,403.47,3257.83
1.2,4124.66,4193.62,7348.14,8932.26,9323.29,1263.63,6220.92,1366.43,2341.05,6979.95,7533.88,3413.99,404.861,3259.22
1.25,4126.04,4195.01,7349.53,8933.65,9324.68,1265.03,6222.31,1367.82,2342.44,6981.34,7535.27,3415.38,406.251,3260.61
1.3,4127.43,4196.4,7350.92,8935.04,9326.07,1266.43,6223.7,1369.21,2343.84,6982.73,7536.66,3416.78,407.642,3262
1.35,4128.82,4197.79,7352.31,8936.43,9327.46,1267.83,6225.09,1370.6,2345.23,6984.12,7538.05,3418.17,409.032,3263.39
1.4,4130.2,4199.18,7353.7,8937.82,9328.85,1269.23,6226.48,1371.99,2346.62,6985.5,7539.44,3419.56,410.423,3264.78
1.45,4131.59,4200.56,7355.09,8939.21,9330.24,1270.63,6227.87,1373.38,2348.01,6986.89,7540.83,3420.95,411.813,3266.17
1.5,4132.98,4201.95,7356.48,8940.6,9331.63,1272.03,6229.26,1374.77,2349.4,6988.28,7542.22,3422.34,413.203,3267.55
1.55,4134.37,4203.34,7357.86,8941.99,9333.02,1273.43,6230.65,1376.15,2350.79,6989.67,7543.61,3423.73,414.594,3268.94
1.6,4135.75,4204.73,7359.25,8943.38,9334.4,1274.83,6232.04,1377.54,2352.19,6991.06,7545,3425.13,415.984,3270.33
1.65,4137.14,4206.12,7360.64,8944.77,9335.79,1276.23,6233.43,1378.93,2353.58,6992.45,7546.39,3426.52,417.375,3271.72
1.7,4138.53,4207.51,7362.03,8946.16,9337.18,1277.63,6234.82,1380.32,2354.97,6993.83,7547.78,3427.91,418.765,3273.11
1.75,4139.91,4208.9,7363.42,8947.55,9338.57,1279.03,6236.21,1381.71,2356.36,6995.22,7549.17,3429.3,420.155,3274.5
1.8,4141.3,4210.29,7364.81,8948.94,9339.96,1280.43,6237.6,1383.1,2357.75,6996.61,7550.56,3430.69,421.546,3275.89
1.85,4142.69,4211.68,7366.2,8950.33,9341.35,1281.83,6238.99,1384.49,2359.14,6998,7551.96,3432.08,422.936,3277.28
1.9,4144.08,4213.06,7367.58,8951.72,9342.74,1283.23,6240.38,1385.88,2360.54,6999.39,7553.35,3433.48,424.327,3278.67
1.95,4145.46,4214.45,7368.97,8953.11,9344.13,1284.63,6241.77,1387.27,2361.93,7000.78,7554.74,3434.87,425.717,3280.05
2,4146.85,4215.84,7370.36,8954.5,9345.52,1286.03,6243.16,1388.65,2363.32,7002.17,7556.13,3436.26,427.108,3281.44
2.05,4148.24,4217.23,7371.75,8955.89,9346.9,1287.43,6244.55,1390.04,2364.71,7003.55,7557.52,3437.65,428.498,3282.83
2.1,4149.62,4218.62,7373.14,8957.29,9348.29,1288.83,6245.94,1391.43,2366.1,7004.94,7558.91,3439.04,429.888,3284.22
2.15,4151.01,4220.01,7374.53,8958.68,9349.68,1290.23,6247.34,1392.82,2367.49,7006.33,7560.3,3440.44,431.279,3285.61
2.2,4152.4,4221.4,7375.91,8960.07,9351.07,1291.63,6248.73,1394.21,2368.89,7007.72,7561.69,3441.83,432.669,3287
2.25,4153.79,4222.79,7377.3,8961.46,9352.46,1293.03,6250.12,1395.6,2370.28,7009.11,7563.08,3443.22,434.06,3288.39
2.3,4155.17,4224.18,7378.69,8962.85,9353.85,1294.43,6251.51,1396.99,2371.67,7010.5,7564.47,3444.61,435.45,3289.78
2.35,4156.56,4225.56,7380.08,8964.24,9355.24,1295.83,6252.9,1398.38,2373.06,7011.89,7565.86,3446,436.841,3291.17
2.4,4157.95,4226.95,7381.47,8965.63,9356.63,1297.23,6254.29,1399.77,2374.45,7013.27,7567.25,3447.39,438.231,3292.55
2.45,4159.33,4228.34,7382.86,8967.02,9358.02,1298.63,6255.68,1401.15,2375.84,7014.66,7568.64,3448.79,439.621,3293.94
2.5,4160.72,4229.73,7384.25,8968.41,9359.4,1300.02,6257.07,1402.54,2377.23,7016.05,7570.03,3450.18,441.012,3295.33
2.55,4162.11,4231.12,7385.63,8969.8,9360.79,1301.42,6258.46,1403.93,2378.63,7017.44,7571.42,3451.57,442.402,3296.72
2.6,4163.49,4232.51,7387.02,8971.19,9362.18,1302.82,6259.85,1405.32,2380.02,7018.83,7572.81,3452.96,443.793,3298.11
2.65,4164.88,4233.9,7388.41,8972.58,9363.57,1304.22,6261.24,1406.71,2381.41,7020.22,7574.2,3454.35,445.183,3299.5
2.7,4166.27,4235.29,7389.8,8973.97,9364.96,1305.62,6262.63,1408.1,2382.8,7021.6,7575.6,3455.74,446.574,3300.89
2.75,4167.66,4236.68,7391.19,8975.36,9366.35,1307.02,6264.02,1409.49,2384.19,7022.99,7576.99,3457.14,447.964,3302.28
2.8,4169.04,4238.06,7392.58,8976.75,9367.74,1308.42,6265.41,1410.88,2385.58,7024.38,7578.38,3458.53,449.354,3303.67
2.85,4170.43,4239.45,7393.97,8978.14,9369.13,1309.82,6266.8,1412.27,2386.98,7025.77,7579.77,3459.92,450.745,3305.05
2.9,4171.82,4240.84,7395.35,8979.53,9370.52,1311.22,6268.19,1413.65,2388.37,7027.16,7581.16,3461.31,452.135,3306.44
2.95,4173.2,4242.23,7396.74,8980.92,9371.9,1312.62,6269.58,1415.04,2389.76,7028.55,7582.55,3462.7,453.526,3307.83
3,4174.59,4243.62,7398.13,8982.31,9373.29,1314.02,6270.97,1416.43,2391.15,7029.94,7583.94,3464.1,454.916,3309.22
3.05,4175.98,4245.01,7399.52,8983.7,9374.68,1315.42,6272.36,1417.82,2392.54,7031.32,7585.33,3465.49,456.306,3310.61
3.1,4177.37,4246.4,7400.91,8985.09,9376.07,1316.82,6273.76,1419.21,2393.93,7032.71,7586.72,3466.88,457.697,3312
3.15,4178.75,4247.79,7402.3,8986.48,9377.46,1318.22,6275.15,1420.6,2395.33,7034.1,7588.11,3468.27,459.087,3313.39
3.2,4180.14,4249.18,7403.68,8987.88,9378.85,1319.62,6276.54,1421.99,2396.72,7035.49,7589.5,3469.66,460.478,3314.78
3.25,4181.53,4250.56,7405.07,8989.27,9380.24,1321.02,6277.93,1423.38,2398.11,7036.88,7590.89,3471.05,461.868,3316.17
3.3,4182.91,4251.95,7406.46,8990.66,9381.63,1322.42,6279.32,1424.77,2399.5,7038.27,7592.28,3472.45,463.259,3317.55
3.35,4184.3,4253.34,7407.85,8992.05,9383.02,1323.82,6280.71,1426.15,2400.89,7039.66,7593.67,3473.84,464.649,3318.94
3.4,4185.69,4254.73,7409.24,8993.44,9384.4,1325.22,6282.1,1427.54,2402.28,7041.04,7595.06,3475.23,466.039,3320.33
3.45,4187.08,4256.12,7410.63,8994.83,9385.79,1326.62,6283.49,1428.93,2403.68,7042.43,7596.45,3476.62,467.43,3321.72
3.5,4188.46,4257.51,7412.02,8996.22,9387.18,1328.02,6284.88,1430.32,2405.07,7043.82,7597.84,3478.01,468.82,3323.11
3.55,4189.85,4258.9,7413.4,8997.61,9388.57,1329.42,6286.27,1431.71,2406.46,7045.21,7599.24,3479.41,470.211,3324.5
3.6,4191.24,4260.29,7414.79,8999,9389.96,1330.82,6287.66,1433.1,2407.85,7046.6,7600.63,3480.8,471.601,3325.89
3.65,4192.62,4261.68,7416.18,9000.39,9391.35,1332.22,6289.05,1434.49,2409.24,7047.99,7602.02,3482.19,472.992,3327.28
3.7,4194.01,4263.06,7417.57,9001.78,9392.74,1333.62,6290.44,1435.88,2410.63,7049.38,7603.41,3483.58,474.382,3328.67
3.75,4195.4,4264.45,7418.96,9003.17,9394.13,1335.02,6291.83,1437.27,2412.02,7050.76,7604.8,3484.97,475.772,3330.05
3.8,4196.79,4265.84,7420.35,9004.56,9395.52,1336.42,6293.22,1438.65,2413.42,7052.15,7606.19,3486.36,477.163,3331.44
3.85,4198.17,4267.23,7421.73,9005.95,9396.9,1337.82,6294.61,1440.04,2414.81,7053.54,7607.58,3487.76,478.553,3332.83
3.9,4199.56,4268.62,7423.12,9007.34,9398.29,1339.22,6296,1441.43,2416.2,7054.93,7608.97,3489.15,479.944,3334.22
3.95,4200.95,4270.01,7424.51,9008.73,9399.68,1340.62,6297.39,1442.82,2417.59,7056.32,7610.36,3490.54,481.334,3335.61
4,4202.33,4271.4,7425.9,9010.12,9401.07,1342.02,6298.78,1444.21,2418.98,7057.71,7611.75,3491.93,482.724,3337
4.05,4203.72,4272.79,7427.29,9011.51,9402.46,1343.42,6300.17,1445.6,2420.37,7059.09,7613.14,3493.32,484.115,3338.39
4.1,4205.11,4274.18,7428.68,9012.9,9403.85,1344.82,6301.57,1446.99,2421.77,7060.48,7614.53,3494.71,485.505,3339.78
4.15,4206.5,4275.56,7430.07,9014.29,9405.24,1346.22,6302.96,1448.38,2423.16,7061.87,7615.92,3496.11,486.896,3341.17
4.2,4207.88,4276.95,7431.45,9015.68,9406.63,1347.62,6304.35,1449.77,2424.55,7063.26,7617.31,3497.5,488.286,3342.55
4.25,4209.27,4278.34,7432.84,9017.08,9408.02,1349.02,6305.74,1451.15,2425.94,7064.65,7618.7,3498.89,489.677,3343.94
4.3,4210.66,4279.73,7434.23,9018.47,9409.4,1350.42,6307.13,1452.54,2427.33,7066.04,7620.09,3500.28,491.067,3345.33
4.35,4212.04,4281.12,7435.62,9019.86,9410.79,1351.82,6308.52,1453.93,2428.72,7067.43,7621.48,3501.67,492.457,3346.72
4.4,4213.43,4282.51,7437.01,9021.25,9412.18,1353.22,6309.91,1455.32,2430.12,7068.81,7622.88,3503.07,493.848,3348.11
4.45,4214.82,4283.9,7438.4,9022.64,9413.57,1354.62,6311.3,1456.71,2431.51,7070.2,7624.27,3504.46,495.238,3349.5
4.5,4216.21,4285.29,7439.79,9024.03,9414.96,1356.02,6312.69,1458.1,2432.9,7071.59,7625.66,3505.85,496.629,3350.89
4.55,4217.59,4286.68,7441.17,9025.42,9416.35,1357.42,6314.08,1459.49,2434.29,7072.98,7627.05,3507.24,498.019,3352.28
4.6,4218.98,4288.06,7442.56,9026.81,9417.74,1358.82,6315.47,1460.88,2435.68,7074.37,7628.44,3508.63,499.41,3353.67
4.65,4220.37,4289.45,7443.95,9028.2,9419.13,1360.22,6316.86,1462.27,2437.07,7075.76,7629.83,3510.02,500.8,3355.05
4.7,4221.75,4290.84,7445.34,9029.59,9420.52,1361.62,6318.25,1463.65,2438.47,7077.15,7631.22,3511.42,502.19,3356.44
4.75,4223.14,4292.23,7446.73,9030.98,9421.9,1363.02,6319.64,1465.04,2439.86,7078.53,7632.61,3512.81,503.581,3357.83
4.8,4224.53,4293.62,7448.12,9032.37,9423.29,1364.42,6321.03,1466.43,2441.25,7079.92,7634,3514.2,504.971,3359.22
4.85,4225.92,4295.01,7449.51,9033.76,9424.68,1365.82,6322.42,1467.82,2442.64,7081.31,7635.39,3515.59,506.362,3360.61
4.9,4227.3,4296.4,7450.89,9035.15,9426.07,1367.22,6323.81,1469.21,2444.03,7082.7,7636.78,3516.98,507.752,3362
4.95,4228.69,4297.79,7452.28,9036.54,9427.46,1368.62,6325.2,1470.6,2445.42,7084.09,7638.17,3518.38,509.142,3363.39
5,4230.08,4299.18,7453.67,9037.93,9428.85,1370.02,6326.59,1471.99,2446.81,7085.48,7639.56,3519.77,510.533,3364.78
5.05,4231.46,4300.56,7455.06,9039.32,9430.24,1371.42,6327.98,1473.38,2448.21,7086.87,7640.95,3521.16,511.923,3366.17
5.1,4232.85,4301.95,7456.45,9040.71,9431.63,1372.82,6329.38,1474.77,2449.6,7088.25,7642.34,3522.55,513.314,3367.55
5.15,4234.24,4303.34,7457.84,9042.1,9433.02,1374.22,6330.77,1476.15,2450.99,7089.64,7643.73,3523.94,514.704,3368.94
5.2,4235.62,4304.73,7459.22,9043.49,9434.4,1375.62,6332.16,1477.54,2452.38,7091.03,7645.12,3525.33,516.095,3370.33
5.25,4237.01,4306.12,7460.61,9044.88,9435.79,1377.02,6333.55,1478.93,2453.77,7092.42,7646.52,3526.73,517.485,3371.72
5.3,4238.4,4307.51,7462,9046.28,9437.18,1378.42,6334.94,1480.32,2455.16,7093.81,7647.91,3528.12,518.875,3373.11
5.35,4239.79,4308.9,7463.39,9047.67,9438.57,1379.82,6336.33,1481.71,2456.56,7095.2,7649.3,3529.51,520.266,3374.5
5.4,4241.17,4310.29,7464.78,9049.06,9439.96,1381.22,6337.72,1483.1,2457.95,7096.58,7650.69,3530.9,521.656,3375.89
5.45,4242.56,4311.68,7466.17,9050.45,9441.35,1382.62,6339.11,1484.49,2459.34,7097.97,7652.08,3532.29,523.047,3377.28
5.5,4243.95,4313.06,7467.56,9051.84,9442.74,1384.02,6340.5,1485.88,2460.73,7099.36,7653.47,3533.68,524.437,3378.67
5.55,4245.33,4314.45,7468.94,9053.23,9444.13,1385.42,6341.89,1487.27,2462.12,7100.75,7654.86,3535.08,525.828,3380.05
5.6,4246.72,4315.84,7470.33,9054.62,9445.52,1386.82,6343.28,1488.65,2463.51,7102.14,7656.25,3536.47,527.218,3381.44
5.65,4248.11,4317.23,7471.72,9056.01,9446.9,1388.22,6344.67,1490.04,2464.91,7103.53,7657.64,3537.86,528.608,3382.83
5.7,4249.5,4318.62,7473.11,9057.4,9448.29,1389.62,6346.06,1491.43,2466.3,7104.92,7659.03,3539.25,529.999,3384.22
5.75,4250.88,4320.01,7474.5,9058.79,9449.68,1391.02,6347.45,1492.82,2467.69,7106.3,7660.42,3540.64,531.389,3385.61
5.8,4252.27,4321.4,7475.89,9060.18,9451.07,1392.42,6348.84,1494.21,2469.08,7107.69,7661.81,3542.04,532.78,3387
5.85,4253.66,4322.79,7477.28,9061.57,9452.46,1393.82,6350.23,1495.6,2470.47,7109.08,7663.2,3543.43,534.17,3388.39
5.9,4255.04,4324.18,7478.66,9062.96,9453.85,1395.22,6351.62,1496.99,2471.86,7110.47,7664.59,3544.82,535.56,3389.78
5.95,4256.43,4325.56,7480.05,9064.35,9455.24,1396.62,6353.01,1498.38,2473.25,7111.86,7665.98,3546.21,536.951,3391.17
6,4257.82,4326.95,7481.44,9065.74,9456.63,1398.02,6354.4,1499.77,2474.65,7113.25,7667.37,3547.6,538.341,3392.55
6.05,4259.21,4328.34,7482.83,9067.13,9458.02,1399.42,6355.8,1501.15,2476.04,7114.64,7668.76,3548.99,539.732,3393.94
6.1,4260.59,4329.73,7484.22,9068.52,9459.4,1400.82,6357.19,1502.54,2477.43,7116.02,7670.16,3550.39,541.122,3395.33
6.15,4261.98,4331.12,7485.61,9069.91,9460.79,1402.22,6358.58,1503.93,2478.82,7117.41,7671.55,3551.78,542.513,3396.72
6.2,4263.37,4332.51,7486.99,9071.3,9462.18,1403.62,6359.97,1505.32,2480.21,7118.8,7672.94,3553.17,543.903,3398.11
6.25,4264.75,4333.9,7488.38,9072.69,9463.57,1405.01,6361.36,1506.71,2481.6,7120.19,7674.33,3554.56,545.293,3399.5
6.3,4266.14,4335.29,7489.77,9074.08,9464.96,1406.41,6362.75,1508.1,2483,7121.58,7675.72,3555.95,546.684,3400.89
6.35,4267.53,4336.68,7491.16,9075.48,9466.35,1407.81,6364.14,1509.49,2484.39,7122.97,7677.11,3557.35,548.074,3402.28
6.4,4268.92,4338.06,7492.55,9076.87,9467.74,1409.21,6365.53,1510.88,2485.78,7124.36,7678.5,3558.74,549.465,3403.67
6.45,4270.3,4339.45,7493.94,9078.26,9469.13,1410.61,6366.92,1512.27,2487.17,7125.74,7679.89,3560.13,550.855,3405.05
6.5,4271.69,4340.84,7495.33,9079.65,9470.52,1412.01,6368.31,1513.65,2488.56,7127.13,7681.28,3561.52,552.245,3406.44
6.55,4273.08,4342.23,7496.71,9081.04,9471.9,1413.41,6369.7,1515.04,2489.95,7128.52,7682.67,3562.91,553.636,3407.83
6.6,4274.46,4343.62,7498.1,9082.43,9473.29,1414.81,6371.09,1516.43,2491.35,7129.91,7684.06,3564.3,555.026,3409.22
6.65,4275.85,4345.01,7499.49,9083.82,9474.68,1416.21,6372.48,1517.82,2492.74,7131.3,7685.45,3565.7,556.417,3410.61
6.7,4277.24,4346.4,7500.88,9085.21,9476.07,1417.61,6373.87,1519.21,2494.13,7132.69,7686.84,3567.09,557.807,3412
6.75,4278.63,4347.79,7502.27,9086.6,9477.46,1419.01,6375.26,1520.6,2495.52,7134.08,7688.23,3568.48,559.198,3413.39
6.8,4280.01,4349.18,7503.66,9087.99,9478.85,1420.41,6376.65,1521.99,2496.91,7135.46,7689.62,3569.87,560.588,3414.78
6.85,4281.4,4350.56,7505.05,9089.38,9480.24,1421.81,6378.04,1523.38,2498.3,7136.85,7691.01,3571.26,561.978,3416.17
6.9,4282.79,4351.95,7506.43,9090.77,9481.63,1423.21,6379.43,1524.77,2499.7,7138.24,7692.4,3572.65,563.369,3417.55
6.95,4284.17,4353.34,7507.82,9092.16,9483.02,1424.61,6380.82,1526.15,2501.09,7139.63,7693.8,3574.05,564.759,3418.94
7,4285.56,4354.73,7509.21,9093.55,9484.4,1426.01,6382.21,1527.54,2502.48,7141.02,7695.19,3575.44,566.15,3420.33
7.05,4286.95,4356.12,7510.6,9094.94,9485.79,1427.41,6383.61,1528.93,2503.87,7142.41,7696.58,3576.83,567.54,3421.72
7.1,4288.34,4357.51,7511.99,9096.33,9487.18,1428.81,6385,1530.32,2505.26,7143.79,7697.97,3578.22,568.931,3423.11
7.15,4289.72,4358.9,7513.38,9097.72,9488.57,1430.21,6386.39,1531.71,2506.65,7145.18,7699.36,3579.61,570.321,3424.5
7.2,4291.11,4360.29,7514.76,9099.11,9489.96,1431.61,6387.78,1533.1,2508.04,7146.57,7700.75,3581.01,571.711,3425.89
7.25,4292.5,4361.68,7516.15,9100.5,9491.35,1433.01,6389.17,1534.49,2509.44,7147.96,7702.14,3582.4,573.102,3427.28
7.3,4293.88,4363.06,7517.54,9101.89,9492.74,1434.41,6390.56,1535.88,2510.83,7149.35,7703.53,3583.79,574.492,3428.67
7.35,4295.27,4364.45,7518.93,9103.28,9494.13,1435.81,6391.95,1537.27,2512.22,7150.74,7704.92,3585.18,575.883,3430.05
7.4,4296.66,4365.84,7520.32,9104.68,9495.52,1437.21,6393.34,1538.65,2513.61,7152.13,7706.31,3586.57,577.273,3431.44
7.45,4298.05,4367.23,7521.71,9106.07,9496.9,1438.61,6394.73,1540.04,2515,7153.51,7707.7,3587.96,578.663,3432.83
7.5,4299.43,4368.62,7523.1,9107.46,9498.29,1440.01,6396.12,1541.43,2516.39,7154.9,7709.09,3589.36,580.054,3434.22
7.55,4300.82,4370.01,7524.48,9108.85,9499.68,1441.41,6397.51,1542.82,2517.79,7156.29,7710.48,3590.75,581.444,3435.61
7.6,4302.21,4371.4,7525.87,9110.24,9501.07,1442.81,6398.9,1544.21,2519.18,7157.68,7711.87,3592.14,582.835,3437
7.65,4303.59,4372.79,7527.26,9111.63,9502.46,1444.21,6400.29,1545.6,2520.57,7159.07,7713.26,3593.53,584.225,3438.39
7.7,4304.98,4374.18,7528.65,9113.02,9503.85,1445.61,6401.68,1546.99,2521.96,7160.46,7714.65,3594.92,585.616,3439.78
7.75,4306.37,4375.56,7530.04,9114.41,9505.24,1447.01,6403.07,1548.38,2523.35,7161.85,7716.04,3596.32,587.006,3441.17
7.8,4307.76,4376.95,7531.43,9115.8,9506.63,1448.41,6404.46,1549.77,2524.74,7163.23,7717.44,3597.71,588.396,3442.55
7.85,4309.14,4378.34,7532.82,9117.19,9508.02,1449.81,6405.85,1551.15,2526.14,7164.62,7718.83,3599.1,589.787,3443.94
7.9,4310.53,4379.73,7534.2,9118.58,9509.4,1451.21,6407.24,1552.54,2527.53,7166.01,7720.22,3600.49,591.177,3445.33
7.95,4311.92,4381.12,7535.59,9119.97,9510.79,1452.61,6408.63,1553.93,2528.92,7167.4,7721.61,3601.88,592.568,3446.72
8,4313.3,4382.51,7536.98,9121.36,9512.18,1454.01,6410.02,1555.32,2530.31,7168.79,7723,3603.27,593.958,3448.11
8.05,4314.69,4383.9,7538.37,9122.75,9513.57,1455.41,6411.42,1556.71,2531.7,7170.18,7724.39,3604.67,595.348,3449.5
8.1,4316.08,4385.29,7539.76,9124.14,9514.96,1456.81,6412.81,1558.1,2533.09,7171.57,7725.78,3606.06,596.739,3450.89
8.15,4317.47,4386.68,7541.15,9125.53,9516.35,1458.21,6414.2,1559.49,2534.48,7172.95,7727.17,3607.45,598.129,3452.28
8.2,4318.85,4388.06,7542.54,9126.92,9517.74,1459.61,6415.59,1560.88,2535.88,7174.34,7728.56,3608.84,599.52,3453.67
8.25,4320.24,4389.45,7543.92,9128.31,9519.13,1461.01,6416.98,1562.27,2537.27,7175.73,7729.95,3610.23,600.91,3455.05
8.3,4321.63,4390.84,7545.31,9129.7,9520.52,1462.41,6418.37,1563.65,2538.66,7177.12,7731.34,3611.63,602.301,3456.44
8.35,4323.01,4392.23,7546.7,9131.09,9521.9,1463.81,6419.76,1565.04,2540.05,7178.51,7732.73,3613.02,603.691,3457.83
8.4,4324.4,4393.62,7548.09,9132.49,9523.29,1465.21,6421.15,1566.43,2541.44,7179.9,7734.12,3614.41,605.081,3459.22
8.45,4325.79,4395.01,7549.48,9133.88,9524.68,1466.61,6422.54,1567.82,2542.83,7181.29,7735.51,3615.8,606.472,3460.61
8.5,4327.18,4396.4,7550.87,9135.27,9526.07,1468.01,6423.93,1569.21,2544.23,7182.67,7736.9,3617.19,607.862,3462
8.55,4328.56,4397.79,7552.25,9136.66,9527.46,1469.41,6425.32,1570.6,2545.62,7184.06,7738.29,3618.58,609.253,3463.39
8.6,4329.95,4399.18,7553.64,9138.05,9528.85,1470.81,6426.71,1571.99,2547.01,7185.45,7739.68,3619.98,610.643,3464.78
8.65,4331.34,4400.56,7555.03,9139.44,9530.24,1472.21,6428.1,1573.38,2548.4,7186.84,7741.08,3621.37,612.033,3466.17
8.7,4332.72,4401.95,7556.42,9140.83,9531.63,1473.61,6429.49,1574.77,2549.79,7188.23,7742.47,3622.76,613.424,3467.55
8.75,4334.11,4403.34,7557.81,9142.22,9533.02,1475.01,6430.88,1576.15,2551.18,7189.62,7743.86,3624.15,614.814,3468.94
8.8,4335.5,4404.73,7559.2,9143.61,9534.4,1476.41,6432.27,1577.54,2552.58,7191,7745.25,3625.54,616.205,3470.33
8.85,4336.89,4406.12,7560.59,9145,9535.79,1477.81,6433.66,1578.93,2553.97,7192.39,7746.64,3626.93,617.595,3471.72
8.9,4338.27,4407.51,7561.97,9146.39,9537.18,1479.21,6435.05,1580.32,2555.36,7193.78,7748.03,3628.33,618.986,3473.11
8.95,4339.66,4408.9,7563.36,9147.78,9538.57,1480.61,6436.44,1581.71,2556.75,7195.17,7749.42,3629.72,620.376,3474.5
9,4341.05,4410.29,7564.75,9149.17,9539.96,1482.01,6437.83,1583.1,2558.14,7196.56,7750.81,3631.11,621.766,3475.89
9.05,4342.43,4411.68,7566.14,9150.56,9541.35,1483.41,6439.23,1584.49,2559.53,7197.95,7752.2,3632.5,623.157,3477.28
9.1,4343.82,4413.06,7567.53,9151.95,9542.74,1484.81,6440.62,1585.88,2560.92,7199.34,7753.59,3633.89,624.547,3478.67
9.15,4345.21,4414.45,7568.92,9153.34,9544.13,1486.21,6442.01,1587.27,2562.32,7200.72,7754.98,3635.29,625.938,3480.05
9.2,4346.6,4415.84,7570.31,9154.73,9545.52,1487.61,6443.4,1588.65,2563.71,7202.11,7756.37,3636.68,627.328,3481.44
9.25,4347.98,4417.23,7571.69,9156.12,9546.9,1489.01,6444.79,1590.04,2565.1,7203.5,7757.76,3638.07,628.718,3482.83
9.3,4349.37,4418.62,7573.08,9157.51,9548.29,1490.41,6446.18,1591.43,2566.49,7204.89,7759.15,3639.46,630.109,3484.22
9.35,4350.76,4420.01,7574.47,9158.9,9549.68,1491.81,6447.57,1592.82,2567.88,7206.28,7760.54,3640.85,631.499,3485.61
9.4,4352.14,4421.4,7575.86,9160.29,9551.07,1493.21,6448.96,1594.21,2569.27,7207.67,7761.93,3642.24,632.89,3487
9.45,4353.53,4422.79,7577.25,9161.69,9552.46,1494.61,6450.35,1595.6,2570.67,7209.06,7763.33,3643.64,634.28,3488.39
9.5,4354.92,4424.18,7578.64,9163.08,9553.85,1496.01,6451.74,1596.99,2572.06,7210.44,7764.72,3645.03,635.671,3489.78
