time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
1.25,8009.27,7524.85,1159.16,7617.16,2678.75,7711.46,4587.25,4161.03,5579.27,9479.69,5276.14,9690.81,2477.05,2834.94,3913.98,1342.13,6121.56,9079.98,2274.06,9188.79
1.3,8010.67,7526.25,1160.53,7618.55,2680.12,7712.84,4588.64,4162.42,5580.66,9481.09,5277.53,9692.2,2478.44,2836.33,3915.37,1343.52,6122.95,9081.37,2275.46,9190.18
1.35,8012.06,7527.65,1161.91,7619.94,2681.5,7714.23,4590.04,4163.81,5582.04,9482.48,5278.92,9693.59,2479.83,2837.72,3916.76,1344.91,6124.34,9082.77,2276.87,9191.57
1.4,8013.46,7529.05,1163.29,7621.34,2682.87,7715.62,4591.43,4165.2,5583.43,9483.88,5280.31,9694.98,2481.22,2839.11,3918.15,1346.3,6125.73,9084.16,2278.27,9192.95
1.45,8014.86,7530.46,1164.67,7622.73,2684.25,7717.01,4592.83,4166.59,5584.82,9485.27,5281.7,9696.37,2482.61,2840.5,3919.54,1347.69,6127.12,9085.55,2279.67,9194.34
1.5,8016.26,7531.86,1166.05,7624.13,2685.62,7718.4,4594.23,4167.97,5586.21,9486.66,5283.09,9697.76,2484,2841.88,3920.93,1349.08,6128.51,9086.94,2281.08,9195.73
1.55,8017.65,7533.26,1167.43,7625.52,2687,7719.79,4595.62,4169.36,5587.6,9488.06,5284.47,9699.14,2485.39,2843.27,3922.32,1350.47,6129.9,9088.33,2282.48,9197.12
1.6,8019.05,7534.66,1168.8,7626.91,2688.37,7721.18,4597.02,4170.75,5588.99,9489.45,5285.86,9700.53,2486.77,2844.66,3923.71,1351.85,6131.29,9089.72,2283.88,9198.51
1.65,8020.45,7536.07,1170.18,7628.31,2689.75,7722.57,4598.41,4172.14,5590.38,9490.85,5287.25,9701.92,2488.16,2846.05,3925.1,1353.24,6132.68,9091.11,2285.28,9199.9
1.7,8021.85,7537.47,1171.56,7629.7,2691.13,7723.96,4599.81,4173.53,5591.77,9492.24,5288.64,9703.31,2489.55,2847.44,3926.49,1354.63,6134.07,9092.5,2286.69,9201.29
1.75,8023.24,7538.87,1172.94,7631.1,2692.5,7725.34,4601.21,4174.92,5593.16,9493.63,5290.03,9704.7,2490.94,2848.83,3927.88,1356.02,6135.46,9093.89,2288.09,9202.68
1.8,8024.64,7540.27,1174.32,7632.49,2693.88,7726.73,4602.6,4176.31,5594.54,9495.03,5291.42,9706.09,2492.33,2850.22,3929.27,1357.41,6136.85,9095.28,2289.49,9204.07
1.85,8026.04,7541.68,1175.69,7633.88,2695.25,7728.12,4604,4177.7,5595.93,9496.42,5292.81,9707.48,2493.72,2851.61,3930.66,1358.8,6138.24,9096.67,2290.9,9205.45
1.9,8027.44,7543.08,1177.07,7635.28,2696.63,7729.51,4605.39,4179.09,5597.32,9497.82,5294.2,9708.86,2495.11,2853,3932.05,1360.19,6139.63,9098.06,2292.3,9206.84
1.95,8028.83,7544.48,1178.45,7636.67,2698,7730.9,4606.79,4180.47,5598.71,9499.21,5295.59,9710.25,2496.5,2854.38,3933.44,1361.58,6141.02,9099.45,2293.7,9208.23
2,8030.23,7545.88,1179.83,7638.07,2699.38,7732.29,4608.18,4181.86,5600.1,9500.6,5296.98,9711.64,2497.88,2855.77,3934.83,1362.97,6142.41,9100.85,2295.11,9209.62
2.05,8031.63,7547.29,1181.21,7639.46,2700.75,7733.68,4609.58,4183.25,5601.49,9502,5298.36,9713.03,2499.27,2857.16,3936.22,1364.35,6143.8,9102.24,2296.51,9211.01
2.1,8033.03,7548.69,1182.59,7640.85,2702.13,7735.07,4610.98,4184.64,5602.88,9503.39,5299.75,9714.42,2500.66,2858.55,3937.61,1365.74,6145.19,9103.63,2297.91,9212.4
2.15,8034.42,7550.09,1183.96,7642.25,2703.51,7736.46,4612.37,4186.03,5604.27,9504.79,5301.14,9715.81,2502.05,2859.94,3939,1367.13,6146.58,9105.02,2299.32,9213.79
2.2,8035.82,7551.49,1185.34,7643.64,2704.88,7737.84,4613.77,4187.42,5605.66,9506.18,5302.53,9717.2,2503.44,2861.33,3940.39,1368.52,6147.97,9106.41,2300.72,9215.18
2.25,8037.22,7552.9,1186.72,7645.04,2706.26,7739.23,4615.16,4188.81,5607.04,9507.57,5303.92,9718.58,2504.83,2862.72,3941.78,1369.91,6149.36,9107.8,2302.12,9216.57
2.3,8038.62,7554.3,1188.1,7646.43,2707.63,7740.62,4616.56,4190.2,5608.43,9508.97,5305.31,9719.97,2506.22,2864.11,3943.17,1371.3,6150.75,9109.19,2303.52,9217.95
2.35,8040.01,7555.7,1189.48,7647.82,2709.01,7742.01,4617.96,4191.59,5609.82,9510.36,5306.7,9721.36,2507.6,2865.5,3944.56,1372.69,6152.14,9110.58,2304.93,9219.34
2.4,8041.41,7557.1,1190.85,7649.22,2710.38,7743.4,4619.35,4192.97,5611.21,9511.75,5308.09,9722.75,2508.99,2866.88,3945.95,1374.08,6153.53,9111.97,2306.33,9220.73
2.45,8042.81,7558.51,1192.23,7650.61,2711.76,7744.79,4620.75,4194.36,5612.6,9513.15,5309.48,9724.14,2510.38,2868.27,3947.34,1375.47,6154.92,9113.36,2307.73,9222.12
2.5,8044.21,7559.91,1193.61,7652.01,2713.13,7746.18,4622.14,4195.75,5613.99,9514.54,5310.86,9725.53,2511.77,2869.66,3948.73,1376.85,6156.31,9114.75,2309.14,9223.51
2.55,8045.61,7561.31,1194.99,7653.4,2714.51,7747.57,4623.54,4197.14,5615.38,9515.94,5312.25,9726.92,2513.16,2871.05,3950.12,1378.24,6157.7,9116.14,2310.54,9224.9
2.6,8047,7562.71,1196.37,7654.79,2715.89,7748.96,4624.94,4198.53,5616.77,9517.33,5313.64,9728.3,2514.55,2872.44,3951.51,1379.63,6159.09,9117.53,2311.94,9226.29
2.65,8048.4,7564.12,1197.75,7656.19,2717.26,7750.34,4626.33,4199.92,5618.16,9518.72,5315.03,9729.69,2515.94,2873.83,3952.9,1381.02,6160.48,9118.92,2313.35,9227.68
2.7,8049.8,7565.52,1199.12,7657.58,2718.64,7751.73,4627.73,4201.31,5619.54,9520.12,5316.42,9731.08,2517.33,2875.22,3954.29,1382.41,6161.87,9120.32,2314.75,9229.07
2.75,8051.2,7566.92,1200.5,7658.98,2720.01,7753.12,4629.12,4202.7,5620.93,9521.51,5317.81,9732.47,2518.71,2876.61,3955.69,1383.8,6163.26,9121.71,2316.15,9230.45
2.8,8052.59,7568.32,1201.88,7660.37,2721.39,7754.51,4630.52,4204.09,5622.32,9522.91,5319.2,9733.86,2520.1,2878,3957.08,1385.19,6164.65,9123.1,2317.56,9231.84
2.85,8053.99,7569.73,1203.26,7661.76,2722.76,7755.9,4631.92,4205.47,5623.71,9524.3,5320.59,9735.25,2521.49,2879.38,3958.47,1386.58,6166.04,9124.49,2318.96,9233.23
2.9,8055.39,7571.13,1204.64,7663.16,2724.14,7757.29,4633.31,4206.86,5625.1,9525.69,5321.98,9736.64,2522.88,2880.77,3959.86,1387.97,6167.43,9125.88,2320.36,9234.62
2.95,8056.79,7572.53,1206.01,7664.55,2725.52,7758.68,4634.71,4208.25,5626.49,9527.09,5323.37,9738.03,2524.27,2882.16,3961.25,1389.35,6168.82,9127.27,2321.76,9236.01
3,8058.18,7573.93,1207.39,7665.95,2726.89,7760.07,4636.1,4209.64,5627.88,9528.48,5324.75,9739.41,2525.66,2883.55,3962.64,1390.74,6170.21,9128.66,2323.17,9237.4
3.05,8059.58,7575.34,1208.77,7667.34,2728.27,7761.46,4637.5,4211.03,5629.27,9529.88,5326.14,9740.8,2527.05,2884.94,3964.03,1392.13,6171.6,9130.05,2324.57,9238.79
3.1,8060.98,7576.74,1210.15,7668.73,2729.64,7762.84,4638.9,4212.42,5630.66,9531.27,5327.53,9742.19,2528.44,2886.33,3965.42,1393.52,6172.99,9131.44,2325.97,9240.18
3.15,8062.38,7578.14,1211.53,7670.13,2731.02,7764.23,4640.29,4213.81,5632.04,9532.66,5328.92,9743.58,2529.82,2887.72,3966.81,1394.91,6174.38,9132.83,2327.38,9241.57
3.2,8063.77,7579.54,1212.91,7671.52,2732.39,7765.62,4641.69,4215.2,5633.43,9534.06,5330.31,9744.97,2531.21,2889.11,3968.2,1396.3,6175.77,9134.22,2328.78,9242.95
3.25,8065.17,7580.95,1214.28,7672.92,2733.77,7767.01,4643.08,4216.59,5634.82,9535.45,5331.7,9746.36,2532.6,2890.5,3969.59,1397.69,6177.16,9135.61,2330.18,9244.34
3.3,8066.57,7582.35,1215.66,7674.31,2735.14,7768.4,4644.48,4217.97,5636.21,9536.85,5333.09,9747.75,2533.99,2891.88,3970.98,1399.08,6178.55,9137,2331.59,9245.73
3.35,8067.97,7583.75,1217.04,7675.7,2736.52,7769.79,4645.87,4219.36,5637.6,9538.24,5334.48,9749.13,2535.38,2893.27,3972.37,1400.47,6179.94,9138.39,2332.99,9247.12
3.4,8069.36,7585.15,1218.42,7677.1,2737.9,7771.18,4647.27,4220.75,5638.99,9539.63,5335.87,9750.52,2536.77,2894.66,3973.76,1401.85,6181.33,9139.79,2334.39,9248.51
3.45,8070.76,7586.56,1219.8,7678.49,2739.27,7772.57,4648.67,4222.14,5640.38,9541.03,5337.26,9751.91,2538.16,2896.05,3975.15,1403.24,6182.72,9141.18,2335.8,9249.9
3.5,8072.16,7587.96,1221.17,7679.89,2740.65,7773.96,4650.06,4223.53,5641.77,9542.42,5338.64,9753.3,2539.55,2897.44,3976.54,1404.63,6184.11,9142.57,2337.2,9251.29
3.55,8073.56,7589.36,1222.55,7681.28,2742.02,7775.34,4651.46,4224.92,5643.16,9543.81,5340.03,9754.69,2540.93,2898.83,3977.93,1406.02,6185.5,9143.96,2338.6,9252.68
3.6,8074.95,7590.76,1223.93,7682.67,2743.4,7776.73,4652.85,4226.31,5644.54,9545.21,5341.42,9756.08,2542.32,2900.22,3979.32,1407.41,6186.89,9145.35,2340,9254.07
3.65,8076.35,7592.17,1225.31,7684.07,2744.77,7778.12,4654.25,4227.7,5645.93,9546.6,5342.81,9757.47,2543.71,2901.61,3980.71,1408.8,6188.28,9146.74,2341.41,9255.45
3.7,8077.75,7593.57,1226.69,7685.46,2746.15,7779.51,4655.65,4229.09,5647.32,9548,5344.2,9758.85,2545.1,2903,3982.1,1410.19,6189.67,9148.13,2342.81,9256.84
3.75,8079.15,7594.97,1228.07,7686.86,2747.52,7780.9,4657.04,4230.47,5648.71,9549.39,5345.59,9760.24,2546.49,2904.38,3983.49,1411.58,6191.06,9149.52,2344.21,9258.23
3.8,8080.54,7596.37,1229.44,7688.25,2748.9,7782.29,4658.44,4231.86,5650.1,9550.78,5346.98,9761.63,2547.88,2905.77,3984.88,1412.97,6192.45,9150.91,2345.62,9259.62
3.85,8081.94,7597.78,1230.82,7689.64,2750.28,7783.68,4659.83,4233.25,5651.49,9552.18,5348.37,9763.02,2549.27,2907.16,3986.27,1414.35,6193.84,9152.3,2347.02,9261.01
3.9,8083.34,7599.18,1232.2,7691.04,2751.65,7785.07,4661.23,4234.64,5652.88,9553.57,5349.76,9764.41,2550.66,2908.55,3987.66,1415.74,6195.23,9153.69,2348.42,9262.4
3.95,8084.74,7600.58,1233.58,7692.43,2753.03,7786.46,4662.63,4236.03,5654.27,9554.97,5351.15,9765.8,2552.04,2909.94,3989.05,1417.13,6196.62,9155.08,2349.83,9263.79
4,8086.13,7601.98,1234.96,7693.83,2754.4,7787.84,4664.02,4237.42,5655.66,9556.36,5352.53,9767.19,2553.43,2911.33,3990.44,1418.52,6198,9156.47,2351.23,9265.18
4.05,8087.53,7603.39,1236.33,7695.22,2755.78,7789.23,4665.42,4238.81,5657.04,9557.75,5353.92,9768.58,2554.82,2912.72,3991.83,1419.91,6199.39,9157.87,2352.63,9266.57
4.1,8088.93,7604.79,1237.71,7696.61,2757.15,7790.62,4666.81,4240.2,5658.43,9559.15,5355.31,9769.96,2556.21,2914.11,3993.22,1421.3,6200.78,9159.26,2354.04,9267.95
4.15,8090.33,7606.19,1239.09,7698.01,2758.53,7792.01,4668.21,4241.59,5659.82,9560.54,5356.7,9771.35,2557.6,2915.5,3994.61,1422.69,6202.17,9160.65,2355.44,9269.34
4.2,8091.72,7607.59,1240.47,7699.4,2759.91,7793.4,4669.61,4242.97,5661.21,9561.94,5358.09,9772.74,2558.99,2916.88,3996,1424.08,6203.56,9162.04,2356.84,9270.73
4.25,8093.12,7609,1241.85,7700.8,2761.28,7794.79,4671,4244.36,5662.6,9563.33,5359.48,9774.13,2560.38,2918.27,3997.39,1425.47,6204.95,9163.43,2358.24,9272.12
4.3,8094.52,7610.4,1243.23,7702.19,2762.66,7796.18,4672.4,4245.75,5663.99,9564.72,5360.87,9775.52,2561.76,2919.66,3998.78,1426.85,6206.34,9164.82,2359.65,9273.51
4.35,8095.92,7611.8,1244.6,7703.58,2764.03,7797.57,4673.79,4247.14,5665.38,9566.12,5362.26,9776.91,2563.15,2921.05,4000.17,1428.24,6207.73,9166.21,2361.05,9274.9
4.4,8097.31,7613.2,1245.98,7704.98,2765.41,7798.96,4675.19,4248.53,5666.77,9567.51,5363.65,9778.3,2564.54,2922.44,4001.57,1429.63,6209.12,9167.6,2362.45,9276.29
4.45,8098.71,7614.61,1247.36,7706.37,2766.78,7800.34,4676.58,4249.92,5668.16,9568.91,5365.04,9779.68,2565.93,2923.83,4002.96,1431.02,6210.51,9168.99,2363.86,9277.68
4.5,8100.11,7616.01,1248.74,7707.77,2768.16,7801.73,4677.98,4251.31,5669.54,9570.3,5366.42,9781.07,2567.32,2925.22,4004.35,1432.41,6211.9,9170.38,2365.26,9279.07
4.55,8101.51,7617.41,1250.12,7709.16,2769.54,7803.12,4679.38,4252.7,5670.93,9571.69,5367.81,9782.46,2568.71,2926.61,4005.74,1433.8,6213.29,9171.77,2366.66,9280.45
4.6,8102.9,7618.81,1251.5,7710.56,2770.91,7804.51,4680.77,4254.09,5672.32,9573.09,5369.2,9783.85,2570.1,2928,4007.13,1435.19,6214.68,9173.16,2368.07,9281.84
4.65,8104.3,7620.22,1252.87,7711.95,2772.29,7805.9,4682.17,4255.47,5673.71,9574.48,5370.59,9785.24,2571.49,2929.38,4008.52,1436.58,6216.07,9174.55,2369.47,9283.23
4.7,8105.7,7621.62,1254.25,7713.34,2773.66,7807.29,4683.56,4256.86,5675.1,9575.87,5371.98,9786.63,2572.87,2930.77,4009.91,1437.97,6217.46,9175.94,2370.87,9284.62
4.75,8107.1,7623.02,1255.63,7714.74,2775.04,7808.68,4684.96,4258.25,5676.49,9577.27,5373.37,9788.02,2574.26,2932.16,4011.3,1439.35,6218.85,9177.34,2372.28,9286.01
4.8,8108.5,7624.42,1257.01,7716.13,2776.41,7810.07,4686.36,4259.64,5677.88,9578.66,5374.76,9789.4,2575.65,2933.55,4012.69,1440.74,6220.24,9178.73,2373.68,9287.4
4.85,8109.89,7625.83,1258.39,7717.53,2777.79,7811.46,4687.75,4261.03,5679.27,9580.06,5376.15,9790.79,2577.04,2934.94,4014.08,1442.13,6221.63,9180.12,2375.08,9288.79
4.9,8111.29,7627.23,1259.76,7718.92,2779.16,7812.84,4689.15,4262.42,5680.66,9581.45,5377.54,9792.18,2578.43,2936.33,4015.47,1443.52,6223.02,9181.51,2376.48,9290.18
4.95,8112.69,7628.63,1261.14,7720.31,2780.54,7814.23,4690.54,4263.81,5682.04,9582.84,5378.93,9793.57,2579.82,2937.72,4016.86,1444.91,6224.41,9182.9,2377.89,9291.57
5,8114.09,7630.03,1262.52,7721.71,2781.92,7815.62,4691.94,4265.2,5683.43,9584.24,5380.31,9794.96,2581.21,2939.11,4018.25,1446.3,6225.8,9184.29,2379.29,9292.95
5.05,8115.48,7631.44,1263.9,7723.1,2783.29,7817.01,4693.34,4266.59,5684.82,9585.63,5381.7,9796.35,2582.6,2940.5,4019.64,1447.69,6227.19,9185.68,2380.69,9294.34
5.1,8116.88,7632.84,1265.28,7724.5,2784.67,7818.4,4694.73,4267.97,5686.21,9587.03,5383.09,9797.74,2583.98,2941.88,4021.03,1449.08,6228.58,9187.07,2382.1,9295.73
5.15,8118.28,7634.24,1266.66,7725.89,2786.04,7819.79,4696.13,4269.36,5687.6,9588.42,5384.48,9799.12,2585.37,2943.27,4022.42,1450.47,6229.97,9188.46,2383.5,9297.12
5.2,8119.68,7635.64,1268.03,7727.28,2787.42,7821.18,4697.52,4270.75,5688.99,9589.81,5385.87,9800.51,2586.76,2944.66,4023.81,1451.85,6231.36,9189.85,2384.9,9298.51
5.25,8121.07,7637.05,1269.41,7728.68,2788.79,7822.57,4698.92,4272.14,5690.38,9591.21,5387.26,9801.9,2588.15,2946.05,4025.2,1453.24,6232.75,9191.24,2386.31,9299.9
5.3,8122.47,7638.45,1270.79,7730.07,2790.17,7823.96,4700.32,4273.53,5691.77,9592.6,5388.65,9803.29,2589.54,2947.44,4026.59,1454.63,6234.14,9192.63,2387.71,9301.29
5.35,8123.87,7639.85,1272.17,7731.47,2791.55,7825.34,4701.71,4274.92,5693.16,9594,5390.04,9804.68,2590.93,2948.83,4027.98,1456.02,6235.53,9194.02,2389.11,9302.68
5.4,8125.27,7641.26,1273.55,7732.86,2792.92,7826.73,4703.11,4276.31,5694.54,9595.39,5391.43,9806.07,2592.32,2950.22,4029.37,1457.41,6236.92,9195.42,2390.52,9304.07
5.45,8126.66,7642.66,1274.93,7734.25,2794.3,7828.12,4704.5,4277.7,5695.93,9596.78,5392.82,9807.46,2593.71,2951.61,4030.76,1458.8,6238.31,9196.81,2391.92,9305.45
5.5,8128.06,7644.06,1276.3,7735.65,2795.67,7829.51,4705.9,4279.09,5697.32,9598.18,5394.2,9808.85,2595.09,2953,4032.15,1460.19,6239.7,9198.2,2393.32,9306.84
5.55,8129.46,7645.46,1277.68,7737.04,2797.05,7830.9,4707.3,4280.47,5698.71,9599.57,5395.59,9810.23,2596.48,2954.38,4033.54,1461.58,6241.09,9199.59,2394.72,9308.23
5.6,8130.86,7646.87,1279.06,7738.44,2798.42,7832.29,4708.69,4281.86,5700.1,9600.97,5396.98,9811.62,2597.87,2955.77,4034.93,1462.97,6242.48,9200.98,2396.13,9309.62
5.65,8132.25,7648.27,1280.44,7739.83,2799.8,7833.68,4710.09,4283.25,5701.49,9602.36,5398.37,9813.01,2599.26,2957.16,4036.32,1464.35,6243.87,9202.37,2397.53,9311.01
5.7,8133.65,7649.67,1281.82,7741.22,2801.18,7835.07,4711.48,4284.64,5702.88,9603.75,5399.76,9814.4,2600.65,2958.55,4037.71,1465.74,6245.26,9203.76,2398.93,9312.4
5.75,8135.05,7651.07,1283.19,7742.62,2802.55,7836.46,4712.88,4286.03,5704.27,9605.15,5401.15,9815.79,2602.04,2959.94,4039.1,1467.13,6246.65,9205.15,2400.34,9313.79
5.8,8136.45,7652.48,1284.57,7744.01,2803.93,7837.84,4714.28,4287.42,5705.66,9606.54,5402.54,9817.18,2603.43,2961.33,4040.49,1468.52,6248.04,9206.54,2401.74,9315.18
5.85,8137.84,7653.88,1285.95,7745.41,2805.3,7839.23,4715.67,4288.81,5707.04,9607.93,5403.93,9818.57,2604.82,2962.72,4041.88,1469.91,6249.43,9207.93,2403.14,9316.57
5.9,8139.24,7655.28,1287.33,7746.8,2806.68,7840.62,4717.07,4290.2,5708.43,9609.33,5405.32,9819.95,2606.2,2964.11,4043.27,1471.3,6250.82,9209.32,2404.55,9317.95
5.95,8140.64,7656.68,1288.71,7748.19,2808.05,7842.01,4718.46,4291.59,5709.82,9610.72,5406.71,9821.34,2607.59,2965.5,4044.66,1472.69,6252.21,9210.71,2405.95,9319.34
6,8142.04,7658.09,1290.09,7749.59,2809.43,7843.4,4719.86,4292.97,5711.21,9612.12,5408.09,9822.73,2608.98,2966.88,4046.05,1474.08,6253.6,9212.1,2407.35,9320.73
6.05,8143.43,7659.49,1291.46,7750.98,2810.8,7844.79,4721.25,4294.36,5712.6,9613.51,5409.48,9824.12,2610.37,2968.27,4047.44,1475.47,6254.99,9213.5,2408.76,9322.12
6.1,8144.83,7660.89,1292.84,7752.38,2812.18,7846.18,4722.65,4295.75,5713.99,9614.9,5410.87,9825.51,2611.76,2969.66,4048.84,1476.85,6256.38,9214.89,2410.16,9323.51
6.15,8146.23,7662.29,1294.22,7753.77,2813.56,7847.57,4724.05,4297.14,5715.38,9616.3,5412.26,9826.9,2613.15,2971.05,4050.23,1478.24,6257.77,9216.28,2411.56,9324.9
6.2,8147.63,7663.7,1295.6,7755.16,2814.93,7848.96,4725.44,4298.53,5716.77,9617.69,5413.65,9828.29,2614.54,2972.44,4051.62,1479.63,6259.16,9217.67,2412.96,9326.29
6.25,8149.02,7665.1,1296.98,7756.56,2816.31,7850.34,4726.84,4299.92,5718.16,9619.09,5415.04,9829.67,2615.92,2973.83,4053.01,1481.02,6260.55,9219.06,2414.37,9327.68
6.3,8150.42,7666.5,1298.36,7757.95,2817.68,7851.73,4728.23,4301.31,5719.54,9620.48,5416.43,9831.06,2617.31,2975.22,4054.4,1482.41,6261.94,9220.45,2415.77,9329.07
6.35,8151.82,7667.9,1299.73,7759.35,2819.06,7853.12,4729.63,4302.7,5720.93,9621.87,5417.82,9832.45,2618.7,2976.61,4055.79,1483.8,6263.33,9221.84,2417.17,9330.45
6.4,8153.22,7669.31,1301.11,7760.74,2820.43,7854.51,4731.03,4304.09,5722.32,9623.27,5419.21,9833.84,2620.09,2978,4057.18,1485.19,6264.72,9223.23,2418.58,9331.84
6.45,8154.61,7670.71,1302.49,7762.13,2821.81,7855.9,4732.42,4305.47,5723.71,9624.66,5420.6,9835.23,2621.48,2979.38,4058.57,1486.58,6266.11,9224.62,2419.98,9333.23
6.5,8156.01,7672.11,1303.87,7763.53,2823.19,7857.29,4733.82,4306.86,5725.1,9626.06,5421.98,9836.62,2622.87,2980.77,4059.96,1487.97,6267.5,9226.01,2421.38,9334.62
6.55,8157.41,7673.51,1305.25,7764.92,2824.56,7858.68,4735.21,4308.25,5726.49,9627.45,5423.37,9838.01,2624.26,2982.16,4061.35,1489.35,6268.89,9227.4,2422.79,9336.01
6.6,8158.81,7674.92,1306.62,7766.32,2825.94,7860.07,4736.61,4309.64,5727.88,9628.84,5424.76,9839.4,2625.65,2983.55,4062.74,1490.74,6270.28,9228.79,2424.19,9337.4
6.65,8160.21,7676.32,1308,7767.71,2827.31,7861.46,4738.01,4311.03,5729.27,9630.24,5426.15,9840.78,2627.03,2984.94,4064.13,1492.13,6271.67,9230.18,2425.59,9338.79
