time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15
2.75,1551.57,9834.91,7626.71,3216.15,4488.75,5289.48,9739.27,6554.3,723.473,9090.33,1783.84,3639.53,5360.87,7435.42,4777.31
2.8,1552.95,9836.3,7628.1,3217.53,4490.15,5290.88,9740.67,6555.69,724.862,9091.75,1785.23,3640.93,5362.26,7436.83,4778.7
2.85,1554.33,9837.7,7629.49,3218.92,4491.54,5292.27,9742.06,6557.08,726.25,9093.17,1786.62,3642.33,5363.65,7438.24,4780.09
2.9,1555.71,9839.1,7630.88,3220.3,4492.93,5293.66,9743.45,6558.47,727.639,9094.59,1788.01,3643.74,5365.04,7439.65,4781.49
2.95,1557.09,9840.49,7632.27,3221.69,4494.33,5295.06,9744.85,6559.86,729.027,9096.01,1789.4,3645.14,5366.43,7441.06,4782.88
3,1558.48,9841.89,7633.66,3223.07,4495.72,5296.45,9746.24,6561.25,730.416,9097.42,1790.79,3646.54,5367.82,7442.47,4784.27
3.05,1559.86,9843.28,7635.05,3224.45,4497.11,5297.84,9747.63,6562.64,731.804,9098.84,1792.17,3647.94,5369.21,7443.88,4785.67
3.1,1561.24,9844.68,7636.44,3225.84,4498.51,5299.24,9749.02,6564.03,733.193,9100.26,1793.56,3649.35,5370.59,7445.28,4787.06
3.15,1562.62,9846.08,7637.82,3227.22,4499.9,5300.63,9750.42,6565.42,734.581,9101.68,1794.95,3650.75,5371.98,7446.69,4788.45
3.2,1564,9847.47,7639.21,3228.6,4501.29,5302.02,9751.81,6566.81,735.969,9103.1,1796.34,3652.15,5373.37,7448.1,4789.85
3.25,1565.39,9848.87,7640.6,3229.99,4502.69,5303.42,9753.2,6568.2,737.358,9104.52,1797.73,3653.55,5374.76,7449.51,4791.24
3.3,1566.77,9850.27,7641.99,3231.37,4504.08,5304.81,9754.6,6569.59,738.746,9105.94,1799.12,3654.95,5376.15,7450.92,4792.63
3.35,1568.15,9851.66,7643.38,3232.75,4505.47,5306.2,9755.99,6570.99,740.135,9107.36,1800.51,3656.36,5377.54,7452.33,4794.03
3.4,1569.53,9853.06,7644.77,3234.14,4506.87,5307.6,9757.38,6572.38,741.523,9108.78,1801.89,3657.76,5378.93,7453.74,4795.42
3.45,1570.91,9854.45,7646.16,3235.52,4508.26,5308.99,9758.77,6573.77,742.912,9110.2,1803.28,3659.16,5380.32,7455.14,4796.81
3.5,1572.3,9855.85,7647.55,3236.91,4509.66,5310.38,9760.17,6575.16,744.3,9111.62,1804.67,3660.56,5381.71,7456.55,4798.21
3.55,1573.68,9857.25,7648.94,3238.29,4511.05,5311.78,9761.56,6576.55,745.689,9113.04,1806.06,3661.97,5383.09,7457.96,4799.6
3.6,1575.06,9858.64,7650.32,3239.67,4512.44,5313.17,9762.95,6577.94,747.077,9114.45,1807.45,3663.37,5384.48,7459.37,4800.99
3.65,1576.44,9860.04,7651.71,3241.06,4513.84,5314.56,9764.35,6579.33,748.466,9115.87,1808.84,3664.77,5385.87,7460.78,4802.39
3.7,1577.82,9861.43,7653.1,3242.44,4515.23,5315.96,9765.74,6580.72,749.854,9117.29,1810.22,3666.17,5387.26,7462.19,4803.78
3.75,1579.21,9862.83,7654.49,3243.82,4516.62,5317.35,9767.13,6582.11,751.243,9118.71,1811.61,3667.58,5388.65,7463.6,4805.17
3.8,1580.59,9864.23,7655.88,3245.21,4518.02,5318.74,9768.52,6583.5,752.631,9120.13,1813,3668.98,5390.04,7465,4806.57
3.85,1581.97,9865.62,7657.27,3246.59,4519.41,5320.14,9769.92,6584.89,754.019,9121.55,1814.39,3670.38,5391.43,7466.41,4807.96
3.9,1583.35,9867.02,7658.66,3247.98,4520.8,5321.53,9771.31,6586.28,755.408,9122.97,1815.78,3671.78,5392.82,7467.82,4809.35
3.95,1584.73,9868.42,7660.05,3249.36,4522.2,5322.92,9772.7,6587.67,756.796,9124.39,1817.17,3673.18,5394.21,7469.23,4810.75
4,1586.12,9869.81,7661.44,3250.74,4523.59,5324.32,9774.1,6589.06,758.185,9125.81,1818.55,3674.59,5395.59,7470.64,4812.14
4.05,1587.5,9871.21,7662.82,3252.13,4524.98,5325.71,9775.49,6590.46,759.573,9127.23,1819.94,3675.99,5396.98,7472.05,4813.53
4.1,1588.88,9872.6,7664.21,3253.51,4526.38,5327.1,9776.88,6591.85,760.962,9128.65,1821.33,3677.39,5398.37,7473.46,4814.93
4.15,1590.26,9874,7665.6,3254.89,4527.77,5328.5,9778.27,6593.24,762.35,9130.06,1822.72,3678.79,5399.76,7474.86,4816.32
4.2,1591.64,9875.4,7666.99,3256.28,4529.17,5329.89,9779.67,6594.63,763.739,9131.48,1824.11,3680.2,5401.15,7476.27,4817.71
4.25,1593.03,9876.79,7668.38,3257.66,4530.56,5331.28,9781.06,6596.02,765.127,9132.9,1825.5,3681.6,5402.54,7477.68,4819.11
4.3,1594.41,9878.19,7669.77,3259.05,4531.95,5332.68,9782.45,6597.41,766.516,9134.32,1826.88,3683,5403.93,7479.09,4820.5
4.35,1595.79,9879.59,7671.16,3260.43,4533.35,5334.07,9783.85,6598.8,767.904,9135.74,1828.27,3684.4,5405.32,7480.5,4821.89
4.4,1597.17,9880.98,7672.55,3261.81,4534.74,5335.46,9785.24,6600.19,769.292,9137.16,1829.66,3685.81,5406.71,7481.91,4823.29
4.45,1598.56,9882.38,7673.94,3263.2,4536.13,5336.86,9786.63,6601.58,770.681,9138.58,1831.05,3687.21,5408.09,7483.32,4824.68
4.5,1599.94,9883.77,7675.32,3264.58,4537.53,5338.25,9788.02,6602.97,772.069,9140,1832.44,3688.61,5409.48,7484.72,4826.08
4.55,1601.32,9885.17,7676.71,3265.96,4538.92,5339.64,9789.42,6604.36,773.458,9141.42,1833.83,3690.01,5410.87,7486.13,4827.47
4.6,1602.7,9886.57,7678.1,3267.35,4540.31,5341.04,9790.81,6605.75,774.846,9142.84,1835.21,3691.42,5412.26,7487.54,4828.86
4.65,1604.08,9887.96,7679.49,3268.73,4541.71,5342.43,9792.2,6607.14,776.235,9144.26,1836.6,3692.82,5413.65,7488.95,4830.26
4.7,1605.47,9889.36,7680.88,3270.11,4543.1,5343.82,9793.59,6608.53,777.623,9145.68,1837.99,3694.22,5415.04,7490.36,4831.65
4.75,1606.85,9890.75,7682.27,3271.5,4544.5,5345.22,9794.99,6609.93,779.012,9147.09,1839.38,3695.62,5416.43,7491.77,4833.04
4.8,1608.23,9892.15,7683.66,3272.88,4545.89,5346.61,9796.38,6611.32,780.4,9148.51,1840.77,3697.02,5417.82,7493.18,4834.44
4.85,1609.61,9893.55,7685.05,3274.27,4547.28,5348,9797.77,6612.71,781.789,9149.93,1842.16,3698.43,5419.21,7494.58,4835.83
4.9,1610.99,9894.94,7686.44,3275.65,4548.68,5349.39,9799.17,6614.1,783.177,9151.35,1843.54,3699.83,5420.59,7495.99,4837.22
4.95,1612.38,9896.34,7687.82,3277.03,4550.07,5350.79,9800.56,6615.49,784.565,9152.77,1844.93,3701.23,5421.98,7497.4,4838.62
5,1613.76,9897.74,7689.21,3278.42,4551.46,5352.18,9801.95,6616.88,785.954,9154.19,1846.32,3702.63,5423.37,7498.81,4840.01
5.05,1615.14,9899.13,7690.6,3279.8,4552.86,5353.57,9803.34,6618.27,787.342,9155.61,1847.71,3704.04,5424.76,7500.22,4841.4
5.1,1616.52,9900.53,7691.99,3281.18,4554.25,5354.97,9804.74,6619.66,788.731,9157.03,1849.1,3705.44,5426.15,7501.63,4842.8
5.15,1617.9,9901.92,7693.38,3282.57,4555.64,5356.36,9806.13,6621.05,790.119,9158.45,1850.49,3706.84,5427.54,7503.04,4844.19
5.2,1619.29,9903.32,7694.77,3283.95,4557.04,5357.75,9807.52,6622.44,791.508,9159.87,1851.87,3708.24,5428.93,7504.44,4845.58
5.25,1620.67,9904.72,7696.16,3285.34,4558.43,5359.15,9808.92,6623.83,792.896,9161.29,1853.26,3709.65,5430.32,7505.85,4846.98
5.3,1622.05,9906.11,7697.55,3286.72,4559.82,5360.54,9810.31,6625.22,794.285,9162.7,1854.65,3711.05,5431.71,7507.26,4848.37
5.35,1623.43,9907.51,7698.94,3288.1,4561.22,5361.93,9811.7,6626.61,795.673,9164.12,1856.04,3712.45,5433.09,7508.67,4849.76
5.4,1624.81,9908.91,7700.32,3289.49,4562.61,5363.33,9813.09,6628,797.062,9165.54,1857.43,3713.85,5434.48,7510.08,4851.16
5.45,1626.2,9910.3,7701.71,3290.87,4564.01,5364.72,9814.49,6629.4,798.45,9166.96,1858.82,3715.25,5435.87,7511.49,4852.55
5.5,1627.58,9911.7,7703.1,3292.25,4565.4,5366.11,9815.88,6630.79,799.838,9168.38,1860.2,3716.66,5437.26,7512.9,4853.94
5.55,1628.96,9913.09,7704.49,3293.64,4566.79,5367.51,9817.27,6632.18,801.227,9169.8,1861.59,3718.06,5438.65,7514.3,4855.34
5.6,1630.34,9914.49,7705.88,3295.02,4568.19,5368.9,9818.67,6633.57,802.615,9171.22,1862.98,3719.46,5440.04,7515.71,4856.73
5.65,1631.73,9915.89,7707.27,3296.41,4569.58,5370.29,9820.06,6634.96,804.004,9172.64,1864.37,3720.86,5441.43,7517.12,4858.12
5.7,1633.11,9917.28,7708.66,3297.79,4570.97,5371.69,9821.45,6636.35,805.392,9174.06,1865.76,3722.27,5442.82,7518.53,4859.52
5.75,1634.49,9918.68,7710.05,3299.17,4572.37,5373.08,9822.84,6637.74,806.781,9175.48,1867.15,3723.67,5444.21,7519.94,4860.91
5.8,1635.87,9920.08,7711.44,3300.56,4573.76,5374.47,9824.24,6639.13,808.169,9176.9,1868.53,3725.07,5445.59,7521.35,4862.3
5.85,1637.25,9921.47,7712.82,3301.94,4575.15,5375.87,9825.63,6640.52,809.558,9178.32,1869.92,3726.47,5446.98,7522.76,4863.7
5.9,1638.64,9922.87,7714.21,3303.32,4576.55,5377.26,9827.02,6641.91,810.946,9179.73,1871.31,3727.88,5448.37,7524.16,4865.09
5.95,1640.02,9924.26,7715.6,3304.71,4577.94,5378.65,9828.42,6643.3,812.335,9181.15,1872.7,3729.28,5449.76,7525.57,4866.48
6,1641.4,9925.66,7716.99,3306.09,4579.33,5380.05,9829.81,6644.69,813.723,9182.57,1874.09,3730.68,5451.15,7526.98,4867.88
6.05,1642.78,9927.06,7718.38,3307.47,4580.73,5381.44,9831.2,6646.08,815.111,9183.99,1875.48,3732.08,5452.54,7528.39,4869.27
6.1,1644.16,9928.45,7719.77,3308.86,4582.12,5382.83,9832.59,6647.47,816.5,9185.41,1876.86,3733.49,5453.93,7529.8,4870.66
6.15,1645.55,9929.85,7721.16,3310.24,4583.52,5384.23,9833.99,6648.87,817.888,9186.83,1878.25,3734.89,5455.32,7531.21,4872.06
6.2,1646.93,9931.25,7722.55,3311.63,4584.91,5385.62,9835.38,6650.26,819.277,9188.25,1879.64,3736.29,5456.71,7532.61,4873.45
6.25,1648.31,9932.64,7723.94,3313.01,4586.3,5387.01,9836.77,6651.65,820.665,9189.67,1881.03,3737.69,5458.09,7534.02,4874.84
6.3,1649.69,9934.04,7725.32,3314.39,4587.7,5388.41,9838.17,6653.04,822.054,9191.09,1882.42,3739.09,5459.48,7535.43,4876.24
6.35,1651.07,9935.43,7726.71,3315.78,4589.09,5389.8,9839.56,6654.43,823.442,9192.51,1883.81,3740.5,5460.87,7536.84,4877.63
6.4,1652.46,9936.83,7728.1,3317.16,4590.48,5391.19,9840.95,6655.82,824.831,9193.93,1885.19,3741.9,5462.26,7538.25,4879.02
6.45,1653.84,9938.23,7729.49,3318.54,4591.88,5392.59,9842.34,6657.21,826.219,9195.34,1886.58,3743.3,5463.65,7539.66,4880.42
6.5,1655.22,9939.62,7730.88,3319.93,4593.27,5393.98,9843.74,6658.6,827.608,9196.76,1887.97,3744.7,5465.04,7541.07,4881.81
6.55,1656.6,9941.02,7732.27,3321.31,4594.66,5395.37,9845.13,6659.99,828.996,9198.18,1889.36,3746.11,5466.43,7542.47,4883.2
6.6,1657.98,9942.41,7733.66,3322.7,4596.06,5396.77,9846.52,6661.38,830.384,9199.6,1890.75,3747.51,5467.82,7543.88,4884.6
6.65,1659.37,9943.81,7735.05,3324.08,4597.45,5398.16,9847.92,6662.77,831.773,9201.02,1892.14,3748.91,5469.21,7545.29,4885.99
6.7,1660.75,9945.21,7736.44,3325.46,4598.85,5399.55,9849.31,6664.16,833.161,9202.44,1893.52,3750.31,5470.59,7546.7,4887.38
6.75,1662.13,9946.6,7737.82,3326.85,4600.24,5400.95,9850.7,6665.55,834.55,9203.86,1894.91,3751.72,5471.98,7548.11,4888.78
6.8,1663.51,9948,7739.21,3328.23,4601.63,5402.34,9852.09,6666.94,835.938,9205.28,1896.3,3753.12,5473.37,7549.52,4890.17
6.85,1664.9,9949.4,7740.6,3329.61,4603.03,5403.73,9853.49,6668.34,837.327,9206.7,1897.69,3754.52,5474.76,7550.93,4891.56
6.9,1666.28,9950.79,7741.99,3331,4604.42,5405.13,9854.88,6669.73,838.715,9208.12,1899.08,3755.92,5476.15,7552.33,4892.96
6.95,1667.66,9952.19,7743.38,3332.38,4605.81,5406.52,9856.27,6671.12,840.104,9209.54,1900.47,3757.33,5477.54,7553.74,4894.35
7,1669.04,9953.58,7744.77,3333.77,4607.21,5407.91,9857.67,6672.51,841.492,9210.96,1901.85,3758.73,5478.93,7555.15,4895.74
7.05,1670.42,9954.98,7746.16,3335.15,4608.6,5409.31,9859.06,6673.9,842.881,9212.37,1903.24,3760.13,5480.32,7556.56,4897.14
7.1,1671.81,9956.38,7747.55,3336.53,4609.99,5410.7,9860.45,6675.29,844.269,9213.79,1904.63,3761.53,5481.71,7557.97,4898.53
7.15,1673.19,9957.77,7748.94,3337.92,4611.39,5412.09,9861.84,6676.68,845.657,9215.21,1906.02,3762.93,5483.09,7559.38,4899.92
7.2,1674.57,9959.17,7750.32,3339.3,4612.78,5413.49,9863.24,6678.07,847.046,9216.63,1907.41,3764.34,5484.48,7560.79,4901.32
7.25,1675.95,9960.57,7751.71,3340.68,4614.17,5414.88,9864.63,6679.46,848.434,9218.05,1908.8,3765.74,5485.87,7562.19,4902.71
7.3,1677.33,9961.96,7753.1,3342.07,4615.57,5416.27,9866.02,6680.85,849.823,9219.47,1910.18,3767.14,5487.26,7563.6,4904.11
7.35,1678.72,9963.36,7754.49,3343.45,4616.96,5417.67,9867.42,6682.24,851.211,9220.89,1911.57,3768.54,5488.65,7565.01,4905.5
7.4,1680.1,9964.75,7755.88,3344.84,4618.36,5419.06,9868.81,6683.63,852.6,9222.31,1912.96,3769.95,5490.04,7566.42,4906.89
7.45,1681.48,9966.15,7757.27,3346.22,4619.75,5420.45,9870.2,6685.02,853.988,9223.73,1914.35,3771.35,5491.43,7567.83,4908.29
7.5,1682.86,9967.55,7758.66,3347.6,4621.14,5421.85,9871.59,6686.41,855.377,9225.15,1915.74,3772.75,5492.82,7569.24,4909.68
7.55,1684.24,9968.94,7760.05,3348.99,4622.54,5423.24,9872.99,6687.81,856.765,9226.57,1917.13,3774.15,5494.21,7570.65,4911.07
7.6,1685.63,9970.34,7761.44,3350.37,4623.93,5424.63,9874.38,6689.2,858.154,9227.99,1918.51,3775.56,5495.59,7572.05,4912.47
7.65,1687.01,9971.74,7762.82,3351.75,4625.32,5426.03,9875.77,6690.59,859.542,9229.4,1919.9,3776.96,5496.98,7573.46,4913.86
7.7,1688.39,9973.13,7764.21,3353.14,4626.72,5427.42,9877.17,6691.98,860.93,9230.82,1921.29,3778.36,5498.37,7574.87,4915.25
7.75,1689.77,9974.53,7765.6,3354.52,4628.11,5428.81,9878.56,6693.37,862.319,9232.24,1922.68,3779.76,5499.76,7576.28,4916.65
7.8,1691.16,9975.92,7766.99,3355.91,4629.5,5430.21,9879.95,6694.76,863.707,9233.66,1924.07,3781.16,5501.15,7577.69,4918.04
7.85,1692.54,9977.32,7768.38,3357.29,4630.9,5431.6,9881.34,6696.15,865.096,9235.08,1925.46,3782.57,5502.54,7579.1,4919.43
7.9,1693.92,9978.72,7769.77,3358.67,4632.29,5432.99,9882.74,6697.54,866.484,9236.5,1926.84,3783.97,5503.93,7580.51,4920.83
7.95,1695.3,9980.11,7771.16,3360.06,4633.69,5434.39,9884.13,6698.93,867.873,9237.92,1928.23,3785.37,5505.32,7581.91,4922.22
8,1696.68,9981.51,7772.55,3361.44,4635.08,5435.78,9885.52,6700.32,869.261,9239.34,1929.62,3786.77,5506.71,7583.32,4923.61
8.05,1698.07,9982.91,7773.94,3362.82,4636.47,5437.17,9886.92,6701.71,870.65,9240.76,1931.01,3788.18,5508.09,7584.73,4925.01
8.1,1699.45,9984.3,7775.32,3364.21,4637.87,5438.57,9888.31,6703.1,872.038,9242.18,1932.4,3789.58,5509.48,7586.14,4926.4
8.15,1700.83,9985.7,7776.71,3365.59,4639.26,5439.96,9889.7,6704.49,873.426,9243.6,1933.79,3790.98,5510.87,7587.55,4927.79
8.2,1702.21,9987.09,7778.1,3366.97,4640.65,5441.35,9891.09,6705.88,874.815,9245.02,1935.17,3792.38,5512.26,7588.96,4929.19
8.25,1703.59,9988.49,7779.49,3368.36,4642.05,5442.74,9892.49,6707.28,876.203,9246.43,1936.56,3793.79,5513.65,7590.37,4930.58
8.3,1704.98,9989.89,7780.88,3369.74,4643.44,5444.14,9893.88,6708.67,877.592,9247.85,1937.95,3795.19,5515.04,7591.77,4931.97
8.35,1706.36,9991.28,7782.27,3371.13,4644.83,5445.53,9895.27,6710.06,878.98,9249.27,1939.34,3796.59,5516.43,7593.18,4933.37
8.4,1707.74,9992.68,7783.66,3372.51,4646.23,5446.92,9896.67,6711.45,880.369,9250.69,1940.73,3797.99,5517.82,7594.59,4934.76
8.45,1709.12,9994.08,7785.05,3373.89,4647.62,5448.32,9898.06,6712.84,881.757,9252.11,1942.12,3799.4,5519.21,7596,4936.15
8.5,1710.5,9995.47,7786.44,3375.28,4649.01,5449.71,9899.45,6714.23,883.146,9253.53,1943.5,3800.8,5520.59,7597.41,4937.55
8.55,1711.89,9996.87,7787.82,3376.66,4650.41,5451.1,9900.84,6715.62,884.534,9254.95,1944.89,3802.2,5521.98,7598.82,4938.94
8.6,1713.27,9998.26,7789.21,3378.04,4651.8,5452.5,9902.24,6717.01,885.923,9256.37,1946.28,3803.6,5523.37,7600.23,4940.33
8.65,1714.65,9999.66,7790.6,3379.43,4653.2,5453.89,9903.63,6718.4,887.311,9257.79,1947.67,3805,5524.76,7601.63,4941.73
8.7,1716.03,1.05614,7791.99,3380.81,4654.59,5455.28,9905.02,6719.79,888.699,9259.21,1949.06,3806.41,5526.15,7603.04,4943.12
8.75,1717.42,2.45236,7793.38,3382.2,4655.98,5456.68,9906.42,6721.18,890.088,9260.63,1950.45,3807.81,5527.54,7604.45,4944.51
8.8,1718.8,3.84859,7794.77,3383.58,4657.38,5458.07,9907.81,6722.57,891.476,9262.05,1951.83,3809.21,5528.93,7605.86,4945.91
8.85,1720.18,5.24481,7796.16,3384.96,4658.77,5459.46,9909.2,6723.96,892.865,9263.46,1953.22,3810.61,5530.32,7607.27,4947.3
8.9,1721.56,6.64104,7797.55,3386.35,4660.16,5460.86,9910.59,6725.35,894.253,9264.88,1954.61,3812.02,5531.71,7608.68,4948.69
