time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16
0.7,4535.99,8537.44,5664.69,2840.95,8978.87,7896.77,4481.98,9545.61,1716.69,3410.91,6487.67,7019.59,9103.8,1569.38,5309.55,1640.32
0.75,4537.37,8538.83,5666.08,2842.34,8980.27,7898.16,4483.41,9547,1718.08,3412.3,6489.07,7020.98,9105.19,1570.77,5310.95,1641.71
0.8,4538.76,8540.21,5667.47,2843.73,8981.67,7899.56,4484.83,9548.39,1719.47,3413.69,6490.48,7022.37,9106.58,1572.16,5312.34,1643.09
0.85,4540.15,8541.6,5668.86,2845.12,8983.07,7900.95,4486.25,9549.78,1720.86,3415.08,6491.88,7023.77,9107.97,1573.55,5313.73,1644.48
0.9,4541.54,8542.99,5670.25,2846.51,8984.47,7902.34,4487.68,9551.18,1722.25,3416.48,6493.29,7025.16,9109.36,1574.93,5315.13,1645.87
0.95,4542.93,8544.38,5671.64,2847.9,8985.88,7903.73,4489.1,9552.57,1723.63,3417.87,6494.69,7026.55,9110.75,1576.32,5316.52,1647.25
1,4544.32,8545.77,5673.02,2849.29,8987.28,7905.12,4490.52,9553.96,1725.02,3419.26,6496.1,7027.94,9112.13,1577.71,5317.91,1648.64
1.05,4545.71,8547.16,5674.41,2850.68,8988.68,7906.51,4491.95,9555.35,1726.41,3420.65,6497.5,7029.33,9113.52,1579.1,5319.31,1650.02
1.1,4547.1,8548.55,5675.8,2852.07,8990.08,7907.9,4493.37,9556.74,1727.8,3422.05,6498.91,7030.72,9114.91,1580.49,5320.7,1651.41
1.15,4548.49,8549.94,5677.19,2853.47,8991.48,7909.29,4494.79,9558.14,1729.19,3423.44,6500.32,7032.11,9116.3,1581.88,5322.09,1652.8
1.2,4549.87,8551.33,5678.58,2854.86,8992.89,7910.68,4496.22,9559.53,1730.58,3424.83,6501.72,7033.5,9117.69,1583.27,5323.49,1654.18
1.25,4551.26,8552.71,5679.97,2856.25,8994.29,7912.07,4497.64,9560.92,1731.97,3426.22,6503.13,7034.89,9119.08,1584.66,5324.88,1655.57
1.3,4552.65,8554.1,5681.36,2857.64,8995.69,7913.47,4499.06,9562.31,1733.36,3427.61,6504.53,7036.29,9120.47,1586.05,5326.27,1656.96
1.35,4554.04,8555.49,5682.75,2859.03,8997.09,7914.86,4500.49,9563.7,1734.75,3429.01,6505.94,7037.68,9121.86,1587.43,5327.67,1658.34
1.4,4555.43,8556.88,5684.14,2860.42,8998.49,7916.25,4501.91,9565.1,1736.13,3430.4,6507.34,7039.07,9123.25,1588.82,5329.06,1659.73
1.45,4556.82,8558.27,5685.52,2861.81,8999.9,7917.64,4503.33,9566.49,1737.52,3431.79,6508.75,7040.46,9124.63,1590.21,5330.45,1661.11
1.5,4558.21,8559.66,5686.91,2863.2,9001.3,7919.03,4504.76,9567.88,1738.91,3433.18,6510.15,7041.85,9126.02,1591.6,5331.85,1662.5
1.55,4559.6,8561.05,5688.3,2864.6,9002.7,7920.42,4506.18,9569.27,1740.3,3434.58,6511.56,7043.24,9127.41,1592.99,5333.24,1663.89
1.6,4560.99,8562.44,5689.69,2865.99,9004.1,7921.81,4507.6,9570.66,1741.69,3435.97,6512.96,7044.63,9128.8,1594.38,5334.63,1665.27
1.65,4562.37,8563.83,5691.08,2867.38,9005.5,7923.2,4509.03,9572.05,1743.08,3437.36,6514.37,7046.02,9130.19,1595.77,5336.03,1666.66
1.7,4563.76,8565.21,5692.47,2868.77,9006.91,7924.59,4510.45,9573.45,1744.47,3438.75,6515.78,7047.42,9131.58,1597.16,5337.42,1668.04
1.75,4565.15,8566.6,5693.86,2870.16,9008.31,7925.98,4511.87,9574.84,1745.86,3440.14,6517.18,7048.81,9132.97,1598.55,5338.81,1669.43
1.8,4566.54,8567.99,5695.25,2871.55,9009.71,7927.38,4513.3,9576.23,1747.25,3441.54,6518.59,7050.2,9134.36,1599.93,5340.21,1670.82
1.85,4567.93,8569.38,5696.64,2872.94,9011.11,7928.77,4514.72,9577.62,1748.63,3442.93,6519.99,7051.59,9135.75,1601.32,5341.6,1672.2
1.9,4569.32,8570.77,5698.02,2874.33,9012.51,7930.16,4516.14,9579.01,1750.02,3444.32,6521.4,7052.98,9137.13,1602.71,5342.99,1673.59
1.95,4570.71,8572.16,5699.41,2875.72,9013.92,7931.55,4517.57,9580.41,1751.41,3445.71,6522.8,7054.37,9138.52,1604.1,5344.39,1674.97
2,4572.1,8573.55,5700.8,2877.12,9015.32,7932.94,4518.99,9581.8,1752.8,3447.11,6524.21,7055.76,9139.91,1605.49,5345.78,1676.36
2.05,4573.49,8574.94,5702.19,2878.51,9016.72,7934.33,4520.41,9583.19,1754.19,3448.5,6525.61,7057.15,9141.3,1606.88,5347.17,1677.75
2.1,4574.87,8576.33,5703.58,2879.9,9018.12,7935.72,4521.84,9584.58,1755.58,3449.89,6527.02,7058.54,9142.69,1608.27,5348.57,1679.13
2.15,4576.26,8577.71,5704.97,2881.29,9019.52,7937.11,4523.26,9585.97,1756.97,3451.28,6528.43,7059.94,9144.08,1609.66,5349.96,1680.52
2.2,4577.65,8579.1,5706.36,2882.68,9020.93,7938.5,4524.68,9587.37,1758.36,3452.67,6529.83,7061.33,9145.47,1611.04,5351.35,1681.91
2.25,4579.04,8580.49,5707.75,2884.07,9022.33,7939.89,4526.1,9588.76,1759.75,3454.07,6531.24,7062.72,9146.86,1612.43,5352.75,1683.29
2.3,4580.43,8581.88,5709.14,2885.46,9023.73,7941.29,4527.53,9590.15,1761.13,3455.46,6532.64,7064.11,9148.25,1613.82,5354.14,1684.68
2.35,4581.82,8583.27,5710.52,2886.85,9025.13,7942.68,4528.95,9591.54,1762.52,3456.85,6534.05,7065.5,9149.63,1615.21,5355.53,1686.06
2.4,4583.21,8584.66,5711.91,2888.24,9026.53,7944.07,4530.37,9592.93,1763.91,3458.24,6535.45,7066.89,9151.02,1616.6,5356.93,1687.45
2.45,4584.6,8586.05,5713.3,2889.64,9027.94,7945.46,4531.8,9594.32,1765.3,3459.63,6536.86,7068.28,9152.41,1617.99,5358.32,1688.84
2.5,4585.99,8587.44,5714.69,2891.03,9029.34,7946.85,4533.22,9595.72,1766.69,3461.03,6538.26,7069.67,9153.8,1619.38,5359.71,1690.22
2.55,4587.37,8588.83,5716.08,2892.42,9030.74,7948.24,4534.64,9597.11,1768.08,3462.42,6539.67,7071.06,9155.19,1620.77,5361.11,1691.61
2.6,4588.76,8590.21,5717.47,2893.81,9032.14,7949.63,4536.07,9598.5,1769.47,3463.81,6541.07,7072.46,9156.58,1622.16,5362.5,1692.99
2.65,4590.15,8591.6,5718.86,2895.2,9033.54,7951.02,4537.49,9599.89,1770.86,3465.2,6542.48,7073.85,9157.97,1623.54,5363.89,1694.38
2.7,4591.54,8592.99,5720.25,2896.59,9034.95,7952.41,4538.91,9601.28,1772.25,3466.6,6543.89,7075.24,9159.36,1624.93,5365.28,1695.77
2.75,4592.93,8594.38,5721.64,2897.98,9036.35,7953.8,4540.34,9602.68,1773.63,3467.99,6545.29,7076.63,9160.75,1626.32,5366.68,1697.15
2.8,4594.32,8595.77,5723.02,2899.37,9037.75,7955.2,4541.76,9604.07,1775.02,3469.38,6546.7,7078.02,9162.13,1627.71,5368.07,1698.54
2.85,4595.71,8597.16,5724.41,2900.77,9039.15,7956.59,4543.18,9605.46,1776.41,3470.77,6548.1,7079.41,9163.52,1629.1,5369.46,1699.92
2.9,4597.1,8598.55,5725.8,2902.16,9040.55,7957.98,4544.61,9606.85,1777.8,3472.16,6549.51,7080.8,9164.91,1630.49,5370.86,1701.31
2.95,4598.49,8599.94,5727.19,2903.55,9041.96,7959.37,4546.03,9608.24,1779.19,3473.56,6550.91,7082.19,9166.3,1631.88,5372.25,1702.7
3,4599.87,8601.33,5728.58,2904.94,9043.36,7960.76,4547.45,9609.64,1780.58,3474.95,6552.32,7083.58,9167.69,1633.27,5373.64,1704.08
3.05,4601.26,8602.71,5729.97,2906.33,9044.76,7962.15,4548.87,9611.03,1781.97,3476.34,6553.72,7084.98,9169.08,1634.66,5375.04,1705.47
3.1,4602.65,8604.1,5731.36,2907.72,9046.16,7963.54,4550.3,9612.42,1783.36,3477.73,6555.13,7086.37,9170.47,1636.04,5376.43,1706.86
3.15,4604.04,8605.49,5732.75,2909.11,9047.56,7964.93,4551.72,9613.81,1784.75,3479.13,6556.54,7087.76,9171.86,1637.43,5377.82,1708.24
3.2,4605.43,8606.88,5734.14,2910.5,9048.97,7966.32,4553.14,9615.2,1786.13,3480.52,6557.94,7089.15,9173.25,1638.82,5379.22,1709.63
3.25,4606.82,8608.27,5735.52,2911.89,9050.37,7967.71,4554.57,9616.59,1787.52,3481.91,6559.35,7090.54,9174.63,1640.21,5380.61,1711.01
3.3,4608.21,8609.66,5736.91,2913.29,9051.77,7969.11,4555.99,9617.99,1788.91,3483.3,6560.75,7091.93,9176.02,1641.6,5382,1712.4
3.35,4609.6,8611.05,5738.3,2914.68,9053.17,7970.5,4557.41,9619.38,1790.3,3484.69,6562.16,7093.32,9177.41,1642.99,5383.4,1713.79
3.4,4610.99,8612.44,5739.69,2916.07,9054.57,7971.89,4558.84,9620.77,1791.69,3486.09,6563.56,7094.71,9178.8,1644.38,5384.79,1715.17
3.45,4612.37,8613.83,5741.08,2917.46,9055.97,7973.28,4560.26,9622.16,1793.08,3487.48,6564.97,7096.1,9180.19,1645.77,5386.18,1716.56
3.5,4613.76,8615.21,5742.47,2918.85,9057.38,7974.67,4561.68,9623.55,1794.47,3488.87,6566.37,7097.5,9181.58,1647.15,5387.58,1717.94
3.55,4615.15,8616.6,5743.86,2920.24,9058.78,7976.06,4563.11,9624.95,1795.86,3490.26,6567.78,7098.89,9182.97,1648.54,5388.97,1719.33
3.6,4616.54,8617.99,5745.25,2921.63,9060.18,7977.45,4564.53,9626.34,1797.25,3491.66,6569.19,7100.28,9184.36,1649.93,5390.36,1720.72
3.65,4617.93,8619.38,5746.64,2923.02,9061.58,7978.84,4565.95,9627.73,1798.63,3493.05,6570.59,7101.67,9185.75,1651.32,5391.76,1722.1
3.7,4619.32,8620.77,5748.02,2924.42,9062.98,7980.23,4567.37,9629.12,1800.02,3494.44,6572,7103.06,9187.13,1652.71,5393.15,1723.49
3.75,4620.71,8622.16,5749.41,2925.81,9064.39,7981.63,4568.8,9630.51,1801.41,3495.83,6573.4,7104.45,9188.52,1654.1,5394.54,1724.88
3.8,4622.1,8623.55,5750.8,2927.2,9065.79,7983.02,4570.22,9631.91,1802.8,3497.22,6574.81,7105.84,9189.91,1655.49,5395.94,1726.26
3.85,4623.49,8624.94,5752.19,2928.59,9067.19,7984.41,4571.64,9633.3,1804.19,3498.62,6576.21,7107.23,9191.3,1656.88,5397.33,1727.65
3.9,4624.87,8626.33,5753.58,2929.98,9068.59,7985.8,4573.07,9634.69,1805.58,3500.01,6577.62,7108.62,9192.69,1658.27,5398.72,1729.03
3.95,4626.26,8627.71,5754.97,2931.37,9069.99,7987.19,4574.49,9636.08,1806.97,3501.4,6579.02,7110.02,9194.08,1659.65,5400.12,1730.42
4,4627.65,8629.1,5756.36,2932.76,9071.4,7988.58,4575.91,9637.47,1808.36,3502.79,6580.43,7111.41,9195.47,1661.04,5401.51,1731.81
4.05,4629.04,8630.49,5757.75,2934.15,9072.8,7989.97,4577.33,9638.86,1809.75,3504.19,6581.83,7112.8,9196.86,1662.43,5402.9,1733.19
4.1,4630.43,8631.88,5759.14,2935.54,9074.2,7991.36,4578.76,9640.26,1811.13,3505.58,6583.24,7114.19,9198.25,1663.82,5404.3,1734.58
4.15,4631.82,8633.27,5760.52,2936.94,9075.6,7992.75,4580.18,9641.65,1812.52,3506.97,6584.65,7115.58,9199.63,1665.21,5405.69,1735.96
4.2,4633.21,8634.66,5761.91,2938.33,9077,7994.14,4581.6,9643.04,1813.91,3508.36,6586.05,7116.97,9201.02,1666.6,5407.08,1737.35
4.25,4634.6,8636.05,5763.3,2939.72,9078.41,7995.54,4583.02,9644.43,1815.3,3509.75,6587.46,7118.36,9202.41,1667.99,5408.48,1738.74
4.3,4635.99,8637.44,5764.69,2941.11,9079.81,7996.93,4584.45,9645.82,1816.69,3511.15,6588.86,7119.75,9203.8,1669.38,5409.87,1740.12
4.35,4637.37,8638.83,5766.08,2942.5,9081.21,7998.32,4585.87,9647.22,1818.08,3512.54,6590.27,7121.14,9205.19,1670.77,5411.26,1741.51
4.4,4638.76,8640.21,5767.47,2943.89,9082.61,7999.71,4587.29,9648.61,1819.47,3513.93,6591.67,7122.54,9206.58,1672.15,5412.66,1742.89
4.45,4640.15,8641.6,5768.86,2945.28,9084.01,8001.1,4588.72,9650,1820.86,3515.32,6593.08,7123.93,9207.97,1673.54,5414.05,1744.28
4.5,4641.54,8642.99,5770.25,2946.67,9085.42,8002.49,4590.14,9651.39,1822.25,3516.71,6594.48,7125.32,9209.36,1674.93,5415.44,1745.67
4.55,4642.93,8644.38,5771.64,2948.06,9086.82,8003.88,4591.56,9652.78,1823.63,3518.11,6595.89,7126.71,9210.75,1676.32,5416.83,1747.05
4.6,4644.32,8645.77,5773.02,2949.46,9088.22,8005.27,4592.98,9654.18,1825.02,3519.5,6597.3,7128.1,9212.13,1677.71,5418.23,1748.44
4.65,4645.71,8647.16,5774.41,2950.85,9089.62,8006.66,4594.41,9655.57,1826.41,3520.89,6598.7,7129.49,9213.52,1679.1,5419.62,1749.82
4.7,4647.1,8648.55,5775.8,2952.24,9091.02,8008.05,4595.83,9656.96,1827.8,3522.28,6600.11,7130.88,9214.91,1680.49,5421.01,1751.21
4.75,4648.49,8649.94,5777.19,2953.63,9092.43,8009.45,4597.25,9658.35,1829.19,3523.68,6601.51,7132.27,9216.3,1681.88,5422.41,1752.6
4.8,4649.87,8651.33,5778.58,2955.02,9093.83,8010.84,4598.67,9659.74,1830.58,3525.07,6602.92,7133.67,9217.69,1683.26,5423.8,1753.98
4.85,4651.26,8652.71,5779.97,2956.41,9095.23,8012.23,4600.1,9661.13,1831.97,3526.46,6604.32,7135.06,9219.08,1684.65,5425.19,1755.37
4.9,4652.65,8654.1,5781.36,2957.8,9096.63,8013.62,4601.52,9662.53,1833.36,3527.85,6605.73,7136.45,9220.47,1686.04,5426.59,1756.76
4.95,4654.04,8655.49,5782.75,2959.19,9098.03,8015.01,4602.94,9663.92,1834.75,3529.24,6607.13,7137.84,9221.86,1687.43,5427.98,1758.14
5,4655.43,8656.88,5784.14,2960.59,9099.44,8016.4,4604.36,9665.31,1836.13,3530.64,6608.54,7139.23,9223.25,1688.82,5429.37,1759.53
5.05,4656.82,8658.27,5785.52,2961.98,9100.84,8017.79,4605.78,9666.7,1837.52,3532.03,6609.94,7140.62,9224.63,1690.21,5430.77,1760.91
5.1,4658.21,8659.66,5786.91,2963.37,9102.24,8019.18,4607.21,9668.09,1838.91,3533.42,6611.35,7142.01,9226.02,1691.6,5432.16,1762.3
5.15,4659.6,8661.05,5788.3,2964.76,9103.64,8020.57,4608.63,9669.49,1840.3,3534.81,6612.76,7143.4,9227.41,1692.99,5433.55,1763.69
5.2,4660.99,8662.44,5789.69,2966.15,9105.04,8021.96,4610.05,9670.88,1841.69,3536.21,6614.16,7144.79,9228.8,1694.38,5434.95,1765.07
5.25,4662.37,8663.83,5791.08,2967.54,9106.45,8023.36,4611.47,9672.27,1843.08,3537.6,6615.57,7146.19,9230.19,1695.76,5436.34,1766.46
5.3,4663.76,8665.21,5792.47,2968.93,9107.85,8024.75,4612.9,9673.66,1844.47,3538.99,6616.97,7147.58,9231.58,1697.15,5437.73,1767.84
5.35,4665.15,8666.6,5793.86,2970.32,9109.25,8026.14,4614.32,9675.05,1845.86,3540.38,6618.38,7148.97,9232.97,1698.54,5439.13,1769.23
5.4,4666.54,8667.99,5795.25,2971.71,9110.65,8027.53,4615.74,9676.45,1847.25,3541.77,6619.78,7150.36,9234.36,1699.93,5440.52,1770.62
5.45,4667.93,8669.38,5796.64,2973.11,9112.05,8028.92,4617.16,9677.84,1848.63,3543.17,6621.19,7151.75,9235.75,1701.32,5441.91,1772
5.5,4669.32,8670.77,5798.02,2974.5,9113.46,8030.31,4618.58,9679.23,1850.02,3544.56,6622.59,7153.14,9237.13,1702.71,5443.31,1773.39
5.55,4670.71,8672.16,5799.41,2975.89,9114.86,8031.7,4620.01,9680.62,1851.41,3545.95,6624,7154.53,9238.52,1704.1,5444.7,1774.77
5.6,4672.1,8673.55,5800.8,2977.28,9116.26,8033.09,4621.43,9682.01,1852.8,3547.34,6625.41,7155.92,9239.91,1705.49,5446.09,1776.16
5.65,4673.49,8674.94,5802.19,2978.67,9117.66,8034.48,4622.85,9683.4,1854.19,3548.74,6626.81,7157.31,9241.3,1706.88,5447.49,1777.55
5.7,4674.87,8676.33,5803.58,2980.06,9119.06,8035.87,4624.27,9684.8,1855.58,3550.13,6628.22,7158.71,9242.69,1708.26,5448.88,1778.93
5.75,4676.26,8677.71,5804.97,2981.45,9120.47,8037.27,4625.69,9686.19,1856.97,3551.52,6629.62,7160.1,9244.08,1709.65,5450.27,1780.32
5.8,4677.65,8679.1,5806.36,2982.84,9121.87,8038.66,4627.12,9687.58,1858.36,3552.91,6631.03,7161.49,9245.47,1711.04,5451.67,1781.71
5.85,4679.04,8680.49,5807.75,2984.24,9123.27,8040.05,4628.54,9688.97,1859.75,3554.3,6632.43,7162.88,9246.86,1712.43,5453.06,1783.09
5.9,4680.43,8681.88,5809.14,2985.63,9124.67,8041.44,4629.96,9690.36,1861.13,3555.7,6633.84,7164.27,9248.25,1713.82,5454.45,1784.48
5.95,4681.82,8683.27,5810.52,2987.02,9126.07,8042.83,4631.38,9691.76,1862.52,3557.09,6635.24,7165.66,9249.63,1715.21,5455.85,1785.86
6,4683.21,8684.66,5811.91,2988.41,9127.48,8044.22,4632.8,9693.15,1863.91,3558.48,6636.65,7167.05,9251.02,1716.6,5457.24,1787.25
6.05,4684.6,8686.05,5813.3,2989.8,9128.88,8045.61,4634.23,9694.54,1865.3,3559.87,6638.06,7168.44,9252.41,1717.99,5458.63,1788.64
6.1,4685.99,8687.44,5814.69,2991.19,9130.28,8047,4635.65,9695.93,1866.69,3561.27,6639.46,7169.83,9253.8,1719.38,5460.02,1790.02
6.15,4687.37,8688.83,5816.08,2992.58,9131.68,8048.39,4637.07,9697.32,1868.08,3562.66,6640.87,7171.23,9255.19,1720.76,5461.42,1791.41
6.2,4688.76,8690.21,5817.47,2993.97,9133.08,8049.79,4638.49,9698.72,1869.47,3564.05,6642.27,7172.62,9256.58,1722.15,5462.81,1792.79
6.25,4690.15,8691.6,5818.86,2995.36,9134.49,8051.18,4639.91,9700.11,1870.86,3565.44,6643.68,7174.01,9257.97,1723.54,5464.2,1794.18
6.3,4691.54,8692.99,5820.25,2996.76,9135.89,8052.57,4641.34,9701.5,1872.25,3566.83,6645.08,7175.4,9259.36,1724.93,5465.6,1795.57
6.35,4692.93,8694.38,5821.64,2998.15,9137.29,8053.96,4642.76,9702.89,1873.63,3568.23,6646.49,7176.79,9260.75,1726.32,5466.99,1796.95
6.4,4694.32,8695.77,5823.02,2999.54,9138.69,8055.35,4644.18,9704.28,1875.02,3569.62,6647.89,7178.18,9262.13,1727.71,5468.38,1798.34
6.45,4695.71,8697.16,5824.41,3000.93,9140.09,8056.74,4645.6,9705.67,1876.41,3571.01,6649.3,7179.57,9263.52,1729.1,5469.78,1799.72
6.5,4697.1,8698.55,5825.8,3002.32,9141.5,8058.13,4647.02,9707.07,1877.8,3572.4,6650.71,7180.96,9264.91,1730.49,5471.17,1801.11
6.55,4698.49,8699.94,5827.19,3003.71,9142.9,8059.52,4648.44,9708.46,1879.19,3573.8,6652.11,7182.36,9266.3,1731.87,5472.56,1802.5
6.6,4699.87,8701.33,5828.58,3005.1,9144.3,8060.91,4649.86,9709.85,1880.58,3575.19,6653.52,7183.75,9267.69,1733.26,5473.96,1803.88
6.65,4701.26,8702.71,5829.97,3006.49,9145.7,8062.3,4651.29,9711.24,1881.97,3576.58,6654.92,7185.14,9269.08,1734.65,5475.35,1805.27
6.7,4702.65,8704.1,5831.36,3007.88,9147.1,8063.7,4652.71,9712.63,1883.36,3577.97,6656.33,7186.53,9270.47,1736.04,5476.74,1806.65
6.75,4704.04,8705.49,5832.75,3009.28,9148.51,8065.09,4654.13,9714.03,1884.75,3579.36,6657.73,7187.92,9271.86,1737.43,5478.14,1808.04
6.8,4705.43,8706.88,5834.14,3010.67,9149.91,8066.48,4655.55,9715.42,1886.13,3580.76,6659.14,7189.31,9273.25,1738.82,5479.53,1809.43
6.85,4706.82,8708.27,5835.52,3012.06,9151.31,8067.87,4656.97,9716.81,1887.52,3582.15,6660.54,7190.7,9274.63,1740.21,5480.92,1810.81
6.9,4708.21,8709.66,5836.91,3013.45,9152.71,8069.26,4658.39,9718.2,1888.91,3583.54,6661.95,7192.09,9276.02,1741.6,5482.32,1812.2
6.95,4709.6,8711.05,5838.3,3014.84,9154.11,8070.65,4659.82,9719.59,1890.3,3584.93,6663.35,7193.48,9277.41,1742.99,5483.71,1813.59
7,4710.99,8712.44,5839.69,3016.23,9155.52,8072.04,4661.24,9720.99,1891.69,3586.32,6664.76,7194.88,9278.8,1744.37,5485.1,1814.97
7.05,4712.37,8713.83,5841.08,3017.62,9156.92,8073.43,4662.66,9722.38,1893.08,3587.72,6666.17,7196.27,9280.19,1745.76,5486.5,1816.36
7.1,4713.76,8715.21,5842.47,3019.01,9158.32,8074.82,4664.08,9723.77,1894.47,3589.11,6667.57,7197.66,9281.58,1747.15,5487.89,1817.74
7.15,4715.15,8716.6,5843.86,3020.41,9159.72,8076.21,4665.5,9725.16,1895.86,3590.5,6668.98,7199.05,9282.97,1748.54,5489.28,1819.13
7.2,4716.54,8717.99,5845.25,3021.8,9161.12,8077.61,4666.92,9726.55,1897.25,3591.89,6670.38,7200.44,9284.36,1749.93,5490.68,1820.52
7.25,4717.93,8719.38,5846.64,3023.19,9162.53,8079,4668.34,9727.94,1898.63,3593.29,6671.79,7201.83,9285.75,1751.32,5492.07,1821.9
7.3,4719.32,8720.77,5848.02,3024.58,9163.93,8080.39,4669.76,9729.34,1900.02,3594.68,6673.19,7203.22,9287.13,1752.71,5493.46,1823.29
7.35,4720.71,8722.16,5849.41,3025.97,9165.33,8081.78,4671.19,9730.73,1901.41,3596.07,6674.6,7204.61,9288.52,1754.1,5494.86,1824.67
7.4,4722.1,8723.55,5850.8,3027.36,9166.73,8083.17,4672.61,9732.12,1902.8,3597.46,6676,7206,9289.91,1755.49,5496.25,1826.06
7.45,4723.49,8724.94,5852.19,3028.75,9168.13,8084.56,4674.03,9733.51,1904.19,3598.85,6677.41,7207.4,9291.3,1756.87,5497.64,1827.45
7.5,4724.87,8726.33,5853.58,3030.14,9169.54,8085.95,4675.45,9734.9,1905.58,3600.25,6678.82,7208.79,9292.69,1758.26,5499.04,1828.83
7.55,4726.26,8727.71,5854.97,3031.53,9170.94,8087.34,4676.87,9736.3,1906.97,3601.64,6680.22,7210.18,9294.08,1759.65,5500.43,1830.22
7.6,4727.65,8729.1,5856.36,3032.93,9172.34,8088.73,4678.29,9737.69,1908.36,3603.03,6681.63,7211.57,9295.47,1761.04,5501.82,1831.6
7.65,4729.04,8730.49,5857.75,3034.32,9173.74,8090.13,4679.71,9739.08,1909.75,3604.42,6683.03,7212.96,9296.86,1762.43,5503.21,1832.99
7.7,4730.43,8731.88,5859.14,3035.71,9175.14,8091.52,4681.13,9740.47,1911.13,3605.82,6684.44,7214.35,9298.25,1763.82,5504.61,1834.38
7.75,4731.82,8733.27,5860.52,3037.1,9176.55,8092.91,4682.56,9741.86,1912.52,3607.21,6685.84,7215.74,9299.63,1765.21,5506,1835.76
7.8,4733.21,8734.66,5861.91,3038.49,9177.95,8094.3,4683.98,9743.25,1913.91,3608.6,6687.25,7217.13,9301.02,1766.6,5507.39,1837.15
7.85,4734.6,8736.05,5863.3,3039.88,9179.35,8095.69,4685.4,9744.65,1915.3,3609.99,6688.65,7218.53,9302.41,1767.99,5508.79,1838.53
7.9,4735.99,8737.44,5864.69,3041.27,9180.75,8097.08,4686.82,9746.04,1916.69,3611.38,6690.06,7219.92,9303.8,1769.37,5510.18,1839.92
7.95,4737.37,8738.83,5866.08,3042.66,9182.15,8098.47,4688.24,9747.43,1918.08,3612.78,6691.47,7221.31,9305.19,1770.76,5511.57,1841.31
8,4738.76,8740.21,5867.47,3044.05,9183.56,8099.86,4689.66,9748.82,1919.47,3614.17,6692.87,7222.7,9306.58,1772.15,5512.97,1842.69
8.05,4740.15,8741.6,5868.86,3045.45,9184.96,8101.25,4691.08,9750.21,1920.86,3615.56,6694.28,7224.09,9307.97,1773.54,5514.36,1844.08
8.1,4741.54,8742.99,5870.25,3046.84,9186.36,8102.64,4692.5,9751.61,1922.25,3616.95,6695.68,7225.48,9309.36,1774.93,5515.75,1845.47
8.15,4742.93,8744.38,5871.64,3048.23,9187.76,8104.04,4693.92,9753,1923.63,3618.35,6697.09,7226.87,9310.75,1776.32,5517.15,1846.85
8.2,4744.32,8745.77,5873.02,3049.62,9189.16,8105.43,4695.34,9754.39,1925.02,3619.74,6698.49,7228.26,9312.13,1777.71,5518.54,1848.24
8.25,4745.71,8747.16,5874.41,3051.01,9190.57,8106.82,4696.76,9755.78,1926.41,3621.13,6699.9,7229.65,9313.52,1779.1,5519.93,1849.62
